,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,100000.0,100.0,,100.0,0.09659390332912318,0.11556405439757836,0.10543847749795124,1.0493539207590479,104.93539207590479,
1,1,2.5,200,1,100000.0,,100000.0,100.0,,200.0,0.19952686796317207,0.08255265025640075,0.07236372903562323,1.0023825615225497,100.238256152255,
2,2,2.5,300,1,100000.0,,100000.0,100.0,,300.0,0.2894462867029048,0.07113896105550513,0.06193382576375406,1.050388932773284,105.03889327732843,
3,3,2.5,400,1,100000.0,,100000.0,100.0,,400.0,0.3996576060283189,0.062344813021571535,0.05052062454192645,1.0008569150730555,100.0856915073056,
4,4,2.5,500,1,100000.0,,100000.0,100.0,,500.0,0.49851833286964503,0.0574976635229853,0.04643540417966013,1.0029778149898727,100.29778149898732,
5,5,2.5,600,1,100000.0,,100000.0,100.0,,600.0,0.5990079445738388,0.05614420373652226,0.04519790362403878,1.0016572580383827,100.16572580383824,
6,6,2.5,700,1,100000.0,,100000.0,100.0,,700.0,0.6992002142233446,0.05296242856959328,0.040237794691010895,1.0011444449862292,100.11444449862292,
7,7,2.5,800,1,100000.0,,100000.0,100.0,,800.0,0.7989437703951011,0.050428697784746485,0.03750079593536088,1.0013232715061096,100.13232715061096,
8,8,2.5,900,1,100000.0,,100000.0,100.0,,900.0,0.8982145745031176,0.04982428066107948,0.03474896207350174,1.0019917685026587,100.19917685026589,
9,9,2.5,1000,1,100000.0,,100000.0,100.0,,1000.0,0.9983023545417723,0.04982766597565404,0.03273967319045053,1.0017016551003075,100.17016551003076,
10,10,2.5,1100,1,100000.0,,100000.0,100.0,,1100.0,1.0981678647243371,0.04717663323502864,0.03161299782693654,1.0016701788473417,100.16701788473416,
11,11,2.5,1200,1,100000.0,,100000.0,100.0,,1200.0,1.1977571714309079,0.04568490388418348,0.030202958351240247,1.0018755394943513,100.18755394943511,
12,12,2.5,1300,1,100000.0,,100000.0,100.0,,1300.0,1.2567443864984875,0.046221297771564224,0.02965470902735669,1.0483003600827174,104.83003600827172,
13,13,2.5,1400,1,100000.0,,100000.0,100.0,,1400.0,1.397660625058029,0.046088086431417645,0.028349147164555628,1.0016750925615685,100.16750925615683,
14,14,2.5,1500,1,100000.0,,100000.0,100.0,,1500.0,1.4979105980886287,0.04435457994222152,0.02696697629894752,1.001395919108896,100.1395919108896,
15,15,2.5,1600,1,100000.0,,100000.0,100.0,,1600.0,1.597980553578668,0.04242631283525874,0.02659927822877848,1.0012640547215468,100.12640547215469,
16,16,2.5,1700,1,100000.0,,100000.0,100.0,,1700.0,1.642310846320896,0.046177989044395525,0.025357785831461192,1.0488549915288343,104.88549915288344,
17,17,2.5,1800,1,100000.0,,100000.0,100.0,,1800.0,1.7973368083028616,0.04308234958140901,0.02476036522094139,1.0014849569074165,100.14849569074165,
18,18,2.5,1900,1,100000.0,,100000.0,100.0,,1900.0,1.8919877379891203,0.04253846401669827,0.02517900738815453,1.00429663540781,100.42966354078096,
19,19,2.5,2000,1,100000.0,,100000.0,100.0,,2000.0,1.9952507654760208,0.041929171100028216,0.023952514188337267,1.0023852537566365,100.23852537566364,
20,20,2.5,2100,1,100000.0,,100000.0,100.0,,2100.0,2.0978115005898417,0.04534365131941698,0.023112308064201822,1.0010435885029343,100.10435885029344,
