,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,2531.9,2.5319,,100.0,0.0037606310151943488,0.07532716721946212,0.01408201508849681,26.78471750980429,67.8666042584874,
1,1,2.5,200,1,100000.0,,1407.1,1.4071,,200.0,0.009414617919381384,0.05016619826211141,0.013676667535476156,21.423568661332215,30.12715213113424,
2,2,2.5,300,1,100000.0,,1533.4,1.5334,,300.0,0.016050057834553398,0.043757673696792794,0.013830029131292252,18.82106230631063,28.858931637300834,
3,3,2.5,400,1,100000.0,,1791.2,1.7912,,400.0,0.027038717864439833,0.03850942828418431,0.013966225412079548,14.861764905890173,26.639430402097723,
4,4,2.5,500,1,100000.0,,2107.0,2.107,,500.0,0.03735321296462076,0.036499378762526874,0.013957538739075716,13.456049738965486,28.382042214746736,
5,5,2.5,600,1,100000.0,,2326.8,2.3268,,600.0,0.04806746238936057,0.033619741913790274,0.013953985274777111,12.500056468731367,29.084984631638303,
6,6,2.5,700,1,100000.0,,2617.5,2.6175,,700.0,0.06019167615675088,0.0322861742824793,0.0144001368336733,11.672691130683184,30.547134563374797,
7,7,2.5,800,1,100000.0,,2853.9,2.8538999999999994,,800.0,0.0755680020394152,0.03062083301627727,0.013871339654265883,10.619734060770444,30.31863654516752,
8,8,2.5,900,1,100000.0,,3181.1,3.1811,,900.0,0.08848284404417654,0.029926197486436868,0.014277640492788572,10.206557500547143,32.47797280289804,
9,9,2.5,1000,1,100000.0,,3465.5,3.4655,,1000.0,0.10698422881769148,0.02907329483674879,0.014252082995056268,9.36554956885496,32.46243374436865,
10,10,2.5,1100,1,100000.0,,3735.6,3.7356000000000007,,1100.0,0.12066630687768339,0.02651754468170863,0.014160699331051888,9.130528746010366,34.10408788340582,
11,11,2.5,1200,1,100000.0,,3903.2,3.9032,,1200.0,0.13756141761023172,0.02791270119505756,0.014506061744468834,8.733869476485852,34.08741538239784,
12,12,2.5,1300,1,100000.0,,4073.6,4.073600000000001,,1300.0,0.15815222759886183,0.027537783601387002,0.014261240103303952,8.231358024870822,33.539952803712055,
13,13,2.5,1400,1,100000.0,,4187.0,4.186999999999999,,1400.0,0.1764614845939377,0.0268497347582492,0.014271595373897484,7.944611002902848,33.26127331210468,
14,14,2.5,1500,1,100000.0,,4262.0,4.262,,1500.0,0.19555200190152391,0.02576513420614391,0.014386067641914458,7.688502144549965,32.77834731677033,
15,15,2.5,1600,1,100000.0,,4245.9,4.245900000000001,,1600.0,0.2173670588941832,0.026090326042457184,0.014364193443254203,7.375998633175915,31.322449005794372,
16,16,2.5,1700,1,100000.0,,4152.1,4.1521,,1700.0,0.23256640079887347,0.025855834222459743,0.0145372724325294,7.31995501191283,30.397957048648728,
17,17,2.5,1800,1,100000.0,,3936.6,3.9366,,1800.0,0.2582685625854538,0.02455307309781715,0.014397396038453752,6.97392856148343,27.45787275617668,
18,18,2.5,1900,1,100000.0,,3403.6,3.4036,,1900.0,0.27591030124074223,0.02481725296020971,0.01410720217500726,6.905442871725245,23.51270813807601,
19,19,2.5,2000,1,100000.0,,2313.4,2.3134,,2000.0,0.29885558376465726,0.024143396520962274,0.014358990451526952,6.726199808318713,15.564520413989252,
20,20,2.5,2100,1,100000.0,,85.9,0.0859,,2100.0,0.290293045107312,0.027358153139170047,0.011119266956615456,7.279928322670771,0.6271170994200196,
