,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,1200,1,100000.0,100,,100000.0,100.0,,0.09982173888988655,0.11058028280835716,0.1036631685825631
1,1,2.5,0.01,1200,1,100000.0,150,,100000.0,100.0,,0.14980363870075167,0.09032194299358068,0.08563257886541761
2,2,2.5,0.01,1200,1,100000.0,200,,100000.0,100.0,,0.19966251678409888,0.0820799824481731,0.07436096727187484
3,3,2.5,0.01,1200,1,100000.0,250,,100000.0,100.0,,0.24942424736626376,0.07496726769252601,0.06524810327845995
4,4,2.5,0.01,1200,1,100000.0,300,,100000.0,100.0,,0.29954609117713743,0.07301088771333171,0.06004016522516781
5,5,2.5,0.01,1200,1,100000.0,350,,100000.0,100.0,,0.3495624364631283,0.06794996887212984,0.0560591789774436
6,6,2.5,0.01,1200,1,100000.0,400,,100000.0,100.0,,0.3994518243547532,0.06413791284342657,0.053074818984337434
7,7,2.5,0.01,1200,1,100000.0,450,,100000.0,100.0,,0.4493417250652271,0.06089379977040678,0.050309228636808125
8,8,2.5,0.01,1200,1,100000.0,500,,100000.0,100.0,,0.4834554506952887,0.05942301189833384,0.0470553515184524
9,9,2.5,0.01,1200,1,100000.0,550,,100000.0,100.0,,0.5491265492910088,0.05826923574619881,0.045082354662237534
10,10,2.5,0.01,1200,1,100000.0,600,,100000.0,100.0,,0.5984310233905944,0.05572122353638163,0.04263777826948188
11,11,2.5,0.01,1200,1,100000.0,650,,100000.0,100.0,,0.6281959213010968,0.05671670955196563,0.041224316053895885
12,12,2.5,0.01,1200,1,100000.0,700,,100000.0,100.0,,0.6989530160213008,0.054082168092465674,0.040366654052257936
13,13,2.5,0.01,1200,1,100000.0,750,,100000.0,100.0,,0.7484203233169866,0.04987700146421169,0.03793195615156802
14,14,2.5,0.01,1200,1,100000.0,800,,100000.0,100.0,,0.7986155668936702,0.0510020414710415,0.03736261119729996
15,15,2.5,0.01,1200,1,100000.0,850,,100000.0,100.0,,0.8210757625688039,0.05094935297223517,0.03542365320849767
16,16,2.5,0.01,1200,1,100000.0,900,,100000.0,100.0,,0.8674169427076112,0.04972060761278686,0.0334409083505929
17,17,2.5,0.01,1200,1,100000.0,950,,100000.0,100.0,,0.9484486455733533,0.047529987375783775,0.03413994655253597
18,18,2.5,0.01,1200,1,100000.0,1000,,100000.0,100.0,,0.9987468801179032,0.051444567944622335,0.033306830740303515
19,19,2.5,0.01,1200,1,100000.0,1050,,100000.0,100.0,,1.0485504396155876,0.049052752889667664,0.03330448765665675
20,20,2.5,0.01,1200,1,100000.0,1100,,100000.0,100.0,,1.0980300171917179,0.04762298595073779,0.032747520739583855
21,21,2.5,0.01,1200,1,100000.0,1150,,100000.0,100.0,,1.1482379471753803,0.04793500777851737,0.03150711029995475
22,22,2.5,0.01,1200,1,100000.0,1200,,100000.0,100.0,,1.159476907561941,0.04725952715098439,0.02966751499974519
23,23,2.5,0.01,1200,1,100000.0,1250,,100000.0,100.0,,1.247557556419406,0.04582596655930261,0.030499180956998405
24,24,2.5,0.01,1200,1,100000.0,1300,,100000.0,100.0,,1.2986718907807924,0.04522898446120184,0.02942641947580196
25,25,2.5,0.01,1200,1,100000.0,1350,,100000.0,100.0,,1.3476361005959234,0.0462978610823384,0.029678827568444487
26,26,2.5,0.01,1200,1,100000.0,1400,,100000.0,100.0,,1.398044688793857,0.044336306581398574,0.0284302625299972
27,27,2.5,0.01,1200,1,100000.0,1450,,100000.0,100.0,,1.4458099139240403,0.04640754416912489,0.02674321726261292
28,28,2.5,0.01,1200,1,100000.0,1500,,100000.0,100.0,,1.4948616463882671,0.04455342142446122,0.027414433328332967
29,29,2.5,0.01,1200,1,100000.0,1550,,100000.0,100.0,,1.5477638309420172,0.0439174783273192,0.02733560725580396
30,30,2.5,0.01,1200,1,100000.0,1600,,100000.0,100.0,,1.5964685677417036,0.04357963795548209,0.02614703575851325
31,31,2.5,0.01,1200,1,100000.0,1650,,100000.0,100.0,,1.647418496823525,0.0429521419666704,0.026332985665560166
32,32,2.5,0.01,1200,1,100000.0,1700,,100000.0,100.0,,1.6966854939571476,0.04354875209409141,0.025434919480180396
33,33,2.5,0.01,1200,1,100000.0,1750,,100000.0,100.0,,1.7465630776771377,0.04341755611542801,0.02595107116750107
34,34,2.5,0.01,1200,1,100000.0,1800,,100000.0,100.0,,1.7390380630301856,0.04228095383970037,0.02530030325375165
35,35,2.5,0.01,1200,1,100000.0,1850,,100000.0,100.0,,1.8475194605978913,0.04431933463818045,0.024340755747601264
36,36,2.5,0.01,1200,1,100000.0,1900,,100000.0,100.0,,1.8372199544754937,0.04375469242572178,0.02373555987906196
37,37,2.5,0.01,1200,1,100000.0,1950,,100000.0,100.0,,1.9461661274869584,0.04317192071924848,0.02423218978646297
38,38,2.5,0.01,1200,1,100000.0,2000,,100000.0,100.0,,1.9958007205608284,0.043004558487019305,0.023362760704598105
