P0	SU_photonEnergy	DetectorAtFocus_outgoingMaxF_X	DetectorAtFocus_outgoingMinF_X	DetectorAtFocus_outgoingMaxF_Y	DetectorAtFocus_outgoingMinF_Y	DetectorAtFocus_intensityH_width_X	DetectorAtFocus_intensityH_centerWidth_X	DetectorAtFocus_intensityH_centerMass_X	DetectorAtFocus_intensityH_width_Y	DetectorAtFocus_intensityH_centerWidth_Y	DetectorAtFocus_intensityH_centerMass_Y	DetectorAtFocus_energyH_width	DetectorAtFocus_energyH_centerWidth	DetectorAtFocus_energyH_centerMass	DetectorAtFocus_pathlengthH_width	DetectorAtFocus_pathlengthH_centerWidth	DetectorAtFocus_pathlengthH_centerMass	DetectorAtFocus_phi_width	DetectorAtFocus_phi_centerWidth	DetectorAtFocus_phi_centerMass	DetectorAtFocus_psi_width	DetectorAtFocus_psi_centerWidth	DetectorAtFocus_psi_centerMass	DetectorAtFocus_incoming_NO	DetectorAtFocus_absorbed_NO	DetectorAtFocus_outgoing_NO	DetectorAtFocus_incoming_R	DetectorAtFocus_absorbed_R	DetectorAtFocus_outgoing_R	DetectorAtFocus_efficiency	DetectorAtFocus_S1S0	DetectorAtFocus_S2S0	DetectorAtFocus_S3S0	DetectorAtFocus_focus_horizontal_z0	DetectorAtFocus_focus_horizontal_width	DetectorAtFocus_focus_horizontal_theta	DetectorAtFocus_focus_horizontal_depth	DetectorAtFocus_focus_vertical_z0	DetectorAtFocus_focus_vertical_width	DetectorAtFocus_focus_vertical_theta	DetectorAtFocus_focus_vertical_depth
0	100	0.19199714365698	-0.173253414965805	0.00461619704143112	-0.00465253608071192	0.0816813332045487	-0.000451713691233473	0.00213918001642333	0.00739746294265121	-5.20624075316719e-06	-1.81695196403986e-05	0.00282071438868009	99.9999699323323	100.000023157256	0.98562810778659	0.00957156796623349	-0.00616338248202353	0.0104051059233916	-4.80161995788254e-05	0.000110471173494355	0.100161306283721	0.00100490431814153	0.00041106258128154	34325	0	34325	1.71625	0	1.71625	100	1.000	-0.000	0.000	273.041	0.027439	8.70023e-05	630.764	-0.0304961	0.00218053	0.000798318	5.46282
1	151.282051282	0.123327910218324	-0.11907788154688	0.00452796737136829	-0.00461149716099296	0.065760254714443	1.63539038588595e-05	-0.000275043008487921	0.00743654833336184	1.43359473114843e-05	-4.1764894812335e-05	0.00460809860626583	151.282046681401	151.282017054961	0.978502837136265	-0.00313282809666443	0.0103069861341155	0.0084875188387974	1.96188589037449e-05	-9.71257219719579e-05	0.0698922117975285	0.000906772706099727	0.000501552951424011	42679	0	42679	2.13395	0	2.13395	100	1.000	-0.000	0.000	262.984	0.0225876	6.83742e-05	660.706	-0.0414047	0.00217288	0.000649317	6.69283
2	202.564102564	0.100656579735199	-0.0996966531309373	0.0046263933502142	-0.00468469937177129	0.056274122844943	0.000615471109225271	0.000479963302130765	0.00746091220697794	-8.51993853745415e-06	-2.91530107785487e-05	0.00624017588563019	202.564128463012	202.564081590071	0.985299606949717	0.00455235440827456	0.00455543541443137	0.00777802866113925	-7.68562556078185e-05	0.000100942048964461	0.0564934734914902	0.000536029806273416	0.000475324605985983	50571	0	50571	2.52855	0	2.52855	100	1.000	-0.000	0.000	251.069	0.0199703	5.90985e-05	675.83	-0.0576022	0.00217487	0.000562902	7.72733
3	253.846153846	0.0938803284357694	-0.0932845130309123	0.00462874758708898	-0.00462286125171563	0.0498378001345778	0.000451683922706007	0.000297907702428546	0.00743703371101006	-2.42552057372163e-07	2.94316768667535e-06	0.00825551249242666	253.846195084512	253.84623778238	1.00204212541176	-0.00539899781876474	0.00832503692220143	0.00694685861273845	-6.23709626383726e-06	8.74775656636625e-05	0.0493481087201606	0.000322199598141538	0.00052426403898756	57101	0	57101	2.85505	0	2.85505	100	1.000	-0.000	0.000	243.549	0.018238	5.2378e-05	696.4	-0.0901921	0.00215962	0.000499521	8.64677
4	305.128205128	0.0860882202947303	-0.0879346486121129	0.00450991618424279	-0.00465530793469737	0.0480995850092888	2.36271782073083e-05	0.000799784543356677	0.00747237339968192	-2.98045994338381e-06	1.80489180295418e-05	0.0105346130111538	305.128311011149	305.128064280159	0.986395973096093	-0.00295727477285562	-0.00645513283348009	0.00626802808318812	6.01551943706551e-05	-0.000109279969818984	0.0422878932495298	0.000616495990665395	0.0001124522949566	62620	0	62620	3.131	0	3.131	100	1.000	-0.000	0.000	237.256	0.0168509	4.80304e-05	701.675	-0.103972	0.00216468	0.000453449	9.5476
5	356.41025641	0.0726116430630205	-0.0752990909932739	0.00449382276543542	-0.00458161763741938	0.0446224613962785	0.000217362256710853	0.000120738748301916	0.00746903785264187	-5.90690058099082e-06	-4.38974359919797e-05	0.013454217633439	356.410231238229	356.410153692939	0.990872283069155	-0.000604917122940363	-0.00533519840927077	0.00588815768370586	3.36381638592399e-05	-3.38377082700798e-05	0.039183842195063	0.000206542397468389	5.44944409210102e-05	68141	0	68141	3.40705	0	3.40705	100	1.000	-0.000	0.000	229.169	0.0157773	4.49048e-05	702.701	-0.145367	0.00217268	0.000408499	10.6374
6	407.692307692	0.0698965727832399	-0.0774664532976922	0.00433754669396746	-0.00444154947663611	0.0412054320265936	-9.08750912794222e-05	0.000592179329336182	0.00746267689680306	-5.52403009914087e-06	3.492035292908e-05	0.0157763349693248	407.692207796308	407.692462923772	0.990930948663303	0.000139326621360902	-0.00303364290857644	0.00539863272496476	1.34569469555676e-05	-1.3567494958509e-05	0.0370408247603772	0.000198139847336708	-0.000717084491176884	73056	0	73056	3.6528	0	3.6528	100	1.000	-0.000	0.000	225.011	0.0149267	4.19434e-05	711.754	-0.13577	0.0021639	0.00036721	11.7856
7	458.974358974	0.0730519054445069	-0.0771024588260179	0.00423632639468297	-0.00429608345890475	0.0386151574211202	0.000157391649963094	0.000948077057175659	0.00746728739743778	-3.03057767258403e-06	-2.98785321108941e-05	0.0176053078144315	458.974404447276	458.974515873275	0.993685875556365	0.00286696435678002	0.0025287956568335	0.00523363045808532	-2.48814741147419e-05	-4.78945081593858e-05	0.0332006111173519	0.00019862848951779	-0.000174590798557306	77336	0	77336	3.8668	0	3.8668	100	1.000	-0.000	0.000	219.186	0.0143045	4.00504e-05	714.324	-0.161256	0.00216227	0.000329547	13.1227
8	510.256410256	0.0713049332270904	-0.0718174752072319	0.00436135885590927	-0.00438912001923653	0.0380395054561768	6.0566213056841e-05	-0.00025627099007075	0.00747943354810302	-4.12495834775997e-07	-1.38805816636278e-05	0.0210330290440128	510.256559581926	510.25658669577	0.997039930907143	0.000760503580156002	0.0015338661593205	0.0048908612735793	-4.65398499327114e-05	5.53420188067616e-05	0.0310318808695148	0.000184950719489608	0.000722157796565981	81515	0	81515	4.07575	0	4.07575	100	1.000	-0.000	0.000	210.81	0.0138106	3.81332e-05	724.334	-0.168878	0.00216653	0.000306741	14.1261
9	561.538461538	0.0629503078351804	-0.0634989304150618	0.00424288638020087	-0.00425209538103566	0.0355224367693837	0.000178048574550022	-0.000274311289940737	0.00748531306459823	-7.61365109298385e-06	-4.60450041739335e-06	0.0243782462353427	561.538502613822	561.53830452497	0.992872678763905	-0.00250585282075066	-0.0043927760589213	0.00482464206115267	6.66227775091214e-05	-4.7903998954147e-05	0.0295800668743099	0.000204429516275202	-0.000580380562055866	85175	0	85175	4.25875	0	4.25875	100	1.000	-0.000	0.000	207.446	0.0133052	3.66243e-05	726.576	-0.244161	0.00216391	0.00028308	15.2883
