,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,100000.0,100.0,,100.0,0.09986712322263001,0.11134007657347501,0.1044540464424021,1.0013310592669524,100.13310592669522,
1,1,2.5,200,1,100000.0,,100000.0,100.0,,200.0,0.19960985961633357,0.08276283528808755,0.07551521929114277,1.0019565187019228,100.19565187019228,
2,2,2.5,300,1,100000.0,,100000.0,100.0,,300.0,0.28999295835241845,0.06785307061386227,0.058834718187084634,1.0486349012356904,104.86349012356902,
3,3,2.5,400,1,100000.0,,100000.0,100.0,,400.0,0.3865387943687044,0.0633685990986367,0.052400488433361696,1.0487196065966011,104.87196065966012,
4,4,2.5,500,1,100000.0,,100000.0,100.0,,500.0,0.4976985220495805,0.060093698144004976,0.04665988779197296,1.0046644866191694,100.46644866191694,
5,5,2.5,600,1,100000.0,,100000.0,100.0,,600.0,0.5984092514392728,0.05532958092176987,0.04449015965292784,1.0026643414741272,100.2664341474127,
6,6,2.5,700,1,100000.0,,100000.0,100.0,,700.0,0.6987571562275321,0.05335252489392517,0.03887317275262222,1.0017816939253028,100.17816939253028,
7,7,2.5,800,1,100000.0,,100000.0,100.0,,800.0,0.7985473259043374,0.049648117361712464,0.037408466516215134,1.00182149317661,100.182149317661,
8,8,2.5,900,1,100000.0,,100000.0,100.0,,900.0,0.870267820871561,0.04973270239570977,0.03524520144555521,1.0480398016471764,104.80398016471761,
9,9,2.5,1000,1,100000.0,,100000.0,100.0,,1000.0,0.9938929288525968,0.05064734991577839,0.03428603334708457,1.006398467449206,100.6398467449206,
10,10,2.5,1100,1,100000.0,,100000.0,100.0,,1100.0,1.0982478242739944,0.048113066236426416,0.030627184700025865,1.0015971432373825,100.15971432373824,
11,11,2.5,1200,1,100000.0,,100000.0,100.0,,1200.0,1.1971599783229976,0.04624260089737431,0.030709435086423383,1.0023783047591879,100.2378304759188,
12,12,2.5,1300,1,100000.0,,100000.0,100.0,,1300.0,1.2984975775428211,0.04653336954406838,0.0292856310092656,1.001157335699126,100.1157335699126,
13,13,2.5,1400,1,100000.0,,100000.0,100.0,,1400.0,1.39781584923428,0.04569522809077581,0.0281941081443794,1.001563438977938,100.1563438977938,
14,14,2.5,1500,1,100000.0,,100000.0,100.0,,1500.0,1.4968312843414195,0.04345847858254072,0.027393225776803625,1.0021286573042976,100.21286573042974,
15,15,2.5,1600,1,100000.0,,100000.0,100.0,,1600.0,1.5939040299825136,0.0447855157404536,0.027069469255737767,1.003879063453531,100.38790634535312,
16,16,2.5,1700,1,100000.0,,100000.0,100.0,,1700.0,1.6958808381723427,0.042955774530882895,0.02594126468559136,1.002433941058798,100.24339410587976,
17,17,2.5,1800,1,100000.0,,100000.0,100.0,,1800.0,1.7976115648921223,0.041220494985288646,0.02545733997960408,1.0013308367837013,100.13308367837011,
18,18,2.5,1900,1,100000.0,,100000.0,100.0,,1900.0,1.897794916342696,0.042723398090390656,0.024779705577765723,1.0011622269743778,100.11622269743776,
19,19,2.5,2000,1,100000.0,,100000.0,100.0,,2000.0,1.9922230751410095,0.042351074544750976,0.023952559088245878,1.0039367752973059,100.39367752973055,
20,20,2.5,2100,1,100000.0,,100000.0,100.0,,2100.0,2.0978835001471454,0.04339572559513667,0.022921498883461705,1.001009096721104,100.10090967211036,
