,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,2541.0,2.541,,100.0,0.005382498053185714,0.08325406245791102,0.0057052991979074695,18.590169510234087,47.22590187079075,
1,1,2.5,0.027,200,1,100000.0,,3770.4,3.7704,,200.0,0.012554130007475805,0.05243097208687794,0.00620082150235819,15.98528940213754,60.22862281846817,
2,2,2.5,0.027,300,1,100000.0,,4665.4,4.6654,,300.0,0.01874499703236552,0.04162582039898569,0.006032910898520722,16.02425692944369,74.75431008445783,
3,3,2.5,0.027,400,1,100000.0,,5473.0,5.473,,400.0,0.029253607646546696,0.03888760586677881,0.005967839387536156,13.676879485158148,74.85362278029149,
4,4,2.5,0.027,500,1,100000.0,,6079.6,6.079599999999999,,500.0,0.03575161736951031,0.037521243537574286,0.006126626564700552,14.134023624858466,85.99959594212125,
5,5,2.5,0.027,600,1,100000.0,,6631.0,6.631,,600.0,0.0456078148771212,0.03254765814727765,0.00613556298119516,13.170021464675395,87.3361364013664,
6,6,2.5,0.027,700,1,100000.0,,7214.2,7.2142,,700.0,0.0559606906534782,0.029899050757701152,0.0059880229955051505,12.613206720835539,90.98531805535855,
7,7,2.5,0.027,800,1,100000.0,,7743.399999999999,7.7433999999999985,,800.0,0.06997570876628742,0.027690483249264552,0.006188536136397009,11.437792563792087,88.5623222015287,
8,8,2.5,0.027,900,1,100000.0,,8161.399999999999,8.1614,,900.0,0.07687012100232096,0.02751789927594972,0.006215644372006838,11.754085143175672,95.93026145670242,
9,9,2.5,0.027,1000,1,100000.0,,8580.6,8.5806,,1000.0,0.09168070985626856,0.025059572165821983,0.0063383598385271115,10.934921452302264,93.85050247460312,
10,10,2.5,0.027,1100,1,100000.0,,9095.4,9.0954,,1100.0,0.10171152795833222,0.026407573836038856,0.006197515940938767,10.876374936317504,98.93206732066488,
11,11,2.5,0.027,1200,1,100000.0,,9455.0,9.455,,1200.0,0.1147212390716504,0.02450380977381661,0.0061864296258460376,10.497791566282809,99.26550038695656,
12,12,2.5,0.027,1300,1,100000.0,,9797.2,9.7972,,1300.0,0.12887237759864548,0.02435579263048302,0.0061972786076842186,10.113842830488943,99.11215273634984,
13,13,2.5,0.027,1400,1,100000.0,,10289.8,10.2898,,1400.0,0.14456627853705867,0.0237314200545698,0.006021170868993312,9.751257665771236,100.31709347368577,
14,14,2.5,0.027,1500,1,100000.0,,10578.0,10.578,,1500.0,0.16086352758566136,0.022710803661110265,0.006306762778101808,9.338603759045679,98.77830156396834,
15,15,2.5,0.027,1600,1,100000.0,,10960.8,10.9608,,1600.0,0.1728059964875683,0.02100839589873568,0.006373570052305537,9.267554626852752,101.57106803550202,
16,16,2.5,0.027,1700,1,100000.0,,11261.2,11.261199999999999,,1700.0,0.1931309633892852,0.02130868450938712,0.006037664611610883,8.813015816828678,99.25074664881784,
17,17,2.5,0.027,1800,1,100000.0,,11579.2,11.5792,,1800.0,0.20792655858399484,0.02141833665013796,0.006338890308256168,8.669585619233633,100.3781038395391,
18,18,2.5,0.027,1900,1,100000.0,,11863.6,11.8636,,1900.0,0.2209515067017037,0.021916782223812208,0.005991706720907664,8.617082414601436,102.22750782041825,
19,19,2.5,0.027,2000,1,100000.0,,12253.2,12.2532,,2000.0,0.2404647937869868,0.02036506648324423,0.006078242679588283,8.33980192278799,102.17022340915145,
20,20,2.5,0.027,2100,1,100000.0,,12536.2,12.5362,,2100.0,0.2555713819257107,0.02026912892004192,0.006315664333627212,8.220505670494314,103.0460965103429,
