P0	SU_photonEnergy	DetectorAtFocus_outgoingMaxF_X	DetectorAtFocus_outgoingMinF_X	DetectorAtFocus_outgoingMaxF_Y	DetectorAtFocus_outgoingMinF_Y	DetectorAtFocus_intensityH_width_X	DetectorAtFocus_intensityH_centerWidth_X	DetectorAtFocus_intensityH_centerMass_X	DetectorAtFocus_intensityH_width_Y	DetectorAtFocus_intensityH_centerWidth_Y	DetectorAtFocus_intensityH_centerMass_Y	DetectorAtFocus_energyH_width	DetectorAtFocus_energyH_centerWidth	DetectorAtFocus_energyH_centerMass	DetectorAtFocus_pathlengthH_width	DetectorAtFocus_pathlengthH_centerWidth	DetectorAtFocus_pathlengthH_centerMass	DetectorAtFocus_phi_width	DetectorAtFocus_phi_centerWidth	DetectorAtFocus_phi_centerMass	DetectorAtFocus_psi_width	DetectorAtFocus_psi_centerWidth	DetectorAtFocus_psi_centerMass	DetectorAtFocus_incoming_NO	DetectorAtFocus_absorbed_NO	DetectorAtFocus_outgoing_NO	DetectorAtFocus_incoming_R	DetectorAtFocus_absorbed_R	DetectorAtFocus_outgoing_R	DetectorAtFocus_efficiency	DetectorAtFocus_S1S0	DetectorAtFocus_S2S0	DetectorAtFocus_S3S0	DetectorAtFocus_focus_horizontal_z0	DetectorAtFocus_focus_horizontal_width	DetectorAtFocus_focus_horizontal_theta	DetectorAtFocus_focus_horizontal_depth	DetectorAtFocus_focus_vertical_z0	DetectorAtFocus_focus_vertical_width	DetectorAtFocus_focus_vertical_theta	DetectorAtFocus_focus_vertical_depth
0	100	0.044906732138902	-0.0495289957586865	0.00795702327716158	-0.00809274076176014	0.0274363352671167	-0.000318717822134704	-0.000441117396078605	0.0154503318306535	-7.86366320281763e-06	9.10498125415281e-05	0.116454182227741	999.999790054963	999.999824693327	0.987384205168948	0.00036136220902544	0.000782545365836995	0.00393637959070393	3.70183697658609e-05	6.81520460334645e-05	0.0197789053532193	-0.000103710967261417	-7.90858360945612e-05	23477	0	23477	11.7385	0	11.7385	100	1.000	-0.000	0.000	169.574	0.0108961	2.94556e-05	739.832	-3.53081	0.00444967	0.000152076	58.5192
1	150	0.0454822020061831	-0.0462175456835042	0.00794258009837334	-0.00804353429746274	0.028796364419006	-0.000522885811708422	-0.000367671838660572	0.0154234060065859	-2.2057931761103e-05	-5.0477099544699e-05	0.115515871208129	1000.00028872622	1000.00056277784	0.992340028753435	-0.00058822405213077	-0.0110146116074434	0.00383571298785574	-4.38588297366892e-05	1.37128473793446e-05	0.0207522353557139	-0.00037416463463954	-4.45840644068413e-05	23759	0	23759	11.8795	0	11.8795	100	1.000	-0.000	0.000	172.607	0.0109178	2.94542e-05	741.341	-3.98178	0.00444673	0.000151325	58.7707
2	200	0.0466297749677929	-0.0429162073592387	0.00804653457396032	-0.00805639845566808	0.0278168831238675	-8.26403179049421e-05	8.3596035424946e-05	0.0154247651015697	-1.64638410024504e-05	-4.9319408538806e-06	0.1134031110531	999.999682829531	1000.00006192302	0.983430496766791	0.000218667822940832	0.000582560770681084	0.0037491076082473	-6.69185685988041e-05	-1.79917649851362e-05	0.0202788184559093	0.00017279148398156	3.08790536170667e-05	23605	0	23605	11.8025	0	11.8025	100	1.000	-0.000	0.000	171.57	0.0110087	2.95116e-05	746.059	-3.84953	0.00442207	0.000152844	57.8637
3	250	0.0464319345161212	-0.0470925915591373	0.00799883869194579	-0.00818894428473294	0.0271837813534785	-0.000173348920717891	-0.000330328521508057	0.0154188271840756	-1.63628797191983e-05	6.5222282583443e-05	0.116422867907754	999.999784086838	999.999604745676	0.992373257704698	-0.00101295110701538	0.00348115956694184	0.0039371727271642	-1.52494087823289e-05	4.13382188319301e-05	0.0197383310808429	-0.000164349615633335	-0.000244778904661069	23447	0	23447	11.7235	0	11.7235	100	1.000	-0.000	0.000	171.452	0.0110538	2.95722e-05	747.582	-3.65213	0.00445651	0.000151388	58.8753
4	300	0.047005020399556	-0.0474666072779666	0.00794532425279759	-0.00803688165180427	0.0279489263805076	-0.000436168204124222	-0.000230793439205318	0.0154725909395539	-2.40921482257761e-05	-4.57786995033405e-05	0.113688106998206	999.999136186603	1000.00046872302	0.996409836228032	0.00332332629287901	0.000142703871688354	0.00382771901779466	-1.49019209638008e-05	-1.7496031655774e-05	0.0194434365958757	0.000135954567239999	0.000417331725481439	23816	0	23816	11.908	0	11.908	100	1.000	-0.000	0.000	170.595	0.0109411	2.95411e-05	740.738	-3.74598	0.0044396	0.000154117	57.6133
5	350	0.0545379470675441	-0.0494213001986921	0.0080686313873003	-0.00799021838697667	0.0268733105237404	0.000155758575467218	0.000499724478658974	0.0154801341923167	-3.04442552026656e-05	3.92065001618147e-05	0.116980170649662	999.99935255134	1000.00030430857	0.993083103155775	-0.000281227542716256	0.00695946162079508	0.00369423477447407	-6.79701045565057e-05	-1.71304578950714e-05	0.0195164013350204	-0.000121596699224381	-0.000286989930877099	23478	0	23478	11.739	0	11.739	100	1.000	-0.000	0.000	166.246	0.0109564	2.97057e-05	737.664	-4.0343	0.00443134	0.000153114	57.883
6	400	0.049369521082219	-0.0443789158211587	0.00797308790757445	-0.00802757169376378	0.0289428713207867	0.000188777711006085	-0.000289304406203825	0.0154265562311826	-2.33973256046219e-05	-2.7241893094665e-05	0.115170456325401	999.999584566558	1000.00094827924	0.993785835127942	0.00159279094445286	0.00242733454479094	0.00387813571650006	-3.09927089617616e-05	-9.09200430668222e-06	0.020462097087363	1.67938113773709e-05	-0.000383105111524132	23659	0	23659	11.8295	0	11.8295	100	1.000	-0.000	0.000	168.788	0.0109207	2.92953e-05	745.563	-3.30908	0.00446896	0.000151744	58.9014
7	450	0.0456963441859323	-0.0490318650001902	0.00793524894854353	-0.00803271448639964	0.0278543245373586	0.00031917442796062	0.000208045715368498	0.0154441564861995	-1.11788043918159e-05	0.000109365878942669	0.113815314813948	1000.00073197345	1000.00153168398	0.992960204097671	0.000852830271835636	0.00163828707070479	0.00391080205976665	2.11094373141455e-05	-4.21083815971435e-05	0.0180805640719057	0.000350106030051077	-0.000351568630757033	23549	0	23549	11.7745	0	11.7745	100	1.000	-0.000	0.000	172.455	0.0109731	2.94654e-05	744.815	-3.61455	0.00443243	0.000152085	58.2891
8	500	0.0459771299398895	-0.0474923072165062	0.00795895166635363	-0.00801814439280246	0.0271933827992361	-0.000260079385630715	0.000167851333537153	0.0154616536823036	-5.7786713060573e-06	0.000128592706668219	0.113941444855205	1000.00019744576	1000.00022346921	0.993393650846158	0.000740924109318475	-0.00194292309345201	0.00381421079973238	-1.06975034985808e-05	-1.90436978087178e-05	0.0190756374059689	-0.000153585295524703	-0.000128419546968017	23511	0	23511	11.7555	0	11.7555	100	1.000	-0.000	0.000	173.128	0.0109019	2.94995e-05	739.124	-3.87703	0.00443492	0.000153126	57.9252
9	550	0.0523481181726775	-0.0508348388231643	0.00792534749020168	-0.00807331266215705	0.0273574099088848	0.000606413669090223	-0.000264973760845798	0.0154395922378908	-3.20524923925845e-05	8.44199897882449e-05	0.115365163975293	999.999737234115	999.999670467322	0.995917381612776	-0.00242556838881053	-0.0120030580125441	0.00382924644457464	1.71125530228414e-05	-6.52785261892001e-06	0.0194895324919082	1.879424231346e-05	-0.000527008897214597	23599	0	23599	11.7995	0	11.7995	100	1.000	-0.000	0.000	175.113	0.0108836	2.93999e-05	740.38	-3.52128	0.00444409	0.000153774	57.8003
