,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,10000.0,10.0,,10.0,0.009972154774766435,0.04696710567606204,0.010968462306296481,0.1002816877482526,10.02816877482526,
1,1,2.5,200,1,100000.0,,10000.0,10.0,,20.0,0.019960866447638635,0.04751680533527969,0.008329048733311839,0.10019655302130089,10.019655302130088,
2,2,2.5,300,1,100000.0,,10000.0,10.0,,30.0,0.02994673243598811,0.04608712562281697,0.006992709798900468,0.10017797064727478,10.017797064727478,
3,3,2.5,400,1,100000.0,,10000.0,10.0,,40.0,0.03869560582172669,0.047882472518509835,0.00667027527189947,0.10476619240763038,10.47661924076304,
4,4,2.5,500,1,100000.0,,10000.0,10.0,,50.0,0.04980378057581561,0.04739242148940096,0.006117630033202148,0.1003968159592575,10.039681595925751,
5,5,2.5,600,1,100000.0,,10000.0,10.0,,60.0,0.05991618363927386,0.04740624908632228,0.005821451904506586,0.1001400285236262,10.01400285236262,
6,6,2.5,700,1,100000.0,,10000.0,10.0,,70.0,0.06982227768280154,0.04857035303588297,0.005373243629278838,0.10025554859487344,10.025554859487343,
7,7,2.5,800,1,100000.0,,10000.0,10.0,,80.0,0.07987394383726835,0.046978912991617695,0.00538016958322275,0.10015808571551432,10.015808571551432,
8,8,2.5,900,1,100000.0,,10000.0,10.0,,90.0,0.08988705422974477,0.04644601669246063,0.005226891985414548,0.10012573806713965,10.012573806713961,
9,9,2.5,1000,1,100000.0,,10000.0,10.0,,100.0,0.09989085482895459,0.04801665323039488,0.005143134649300325,0.10010937414698227,10.010937414698228,
10,10,2.5,1100,1,100000.0,,10000.0,10.0,,110.0,0.10973630474281434,0.04971623677616,0.005110439216274636,0.10024050275544769,10.024050275544765,
11,11,2.5,1200,1,100000.0,,10000.0,10.0,,120.0,0.11978352562607596,0.049311089999620944,0.005001269071440747,0.1001809021614734,10.01809021614734,
12,12,2.5,1300,1,100000.0,,10000.0,10.0,,130.0,0.1297910109706754,0.04767180988116383,0.0047966049795465865,0.10016122942985096,10.016122942985096,
13,13,2.5,1400,1,100000.0,,10000.0,10.0,,140.0,0.13967780422359963,0.04540741259604469,0.004745303372402246,0.10023116427140075,10.023116427140076,
14,14,2.5,1500,1,100000.0,,10000.0,10.0,,150.0,0.14982779954191527,0.04710073514350727,0.004684200773266194,0.10011497407883016,10.011497407883017,
15,15,2.5,1600,1,100000.0,,10000.0,10.0,,160.0,0.15951772464560462,0.04640582807330729,0.004707010833304855,0.10030499404015604,10.0304994040156,
16,16,2.5,1700,1,100000.0,,10000.0,10.0,,170.0,0.16957449036950947,0.04667621731356653,0.004705488759551413,0.10025153630711296,10.025153630711296,
17,17,2.5,1800,1,100000.0,,10000.0,10.0,,180.0,0.1796375145684601,0.0483208873314802,0.0044765400519278875,0.10020205936406508,10.020205936406509,
18,18,2.5,1900,1,100000.0,,10000.0,10.0,,190.0,0.18974166493205527,0.04723349918951612,0.004568708066815546,0.10013646947269564,10.01364694726956,
19,19,2.5,2000,1,100000.0,,10000.0,10.0,,200.0,0.1997854603877204,0.04666224681758512,0.004575226414760795,0.10010744380909826,10.010744380909829,
20,20,2.5,2100,1,100000.0,,10000.0,10.0,,210.0,0.2092711359950681,0.04767803675042988,0.0045985052297091945,0.10035092824352368,10.035092824352372,
