,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,194.28,0.19428,,10.0,0.000612460262726131,0.010216669807682176,0.0006606266845257825,1.643115587585669,3.1937135097448426,
1,1,2.5,200,1,100000.0,,111.39,0.11139,,20.0,0.0012809692140152151,0.008758858581188014,0.0006484587359849951,1.5747879101172753,1.7540384280529568,
2,2,2.5,300,1,100000.0,,121.64,0.12164,,30.0,0.0019699964854618204,0.007957999866821082,0.000644172783018044,1.5392649310182056,1.8741933039814107,
3,3,2.5,400,1,100000.0,,145.27,0.14527,,40.0,0.0028933869838266447,0.007388943007027613,0.0006395493149770044,1.3987877007841558,2.028349113973152,
4,4,2.5,500,1,100000.0,,170.17,0.17017,,50.0,0.003928362810675594,0.007628202246377928,0.0006668453368400105,1.2837260155969827,2.1853986945426214,
5,5,2.5,600,1,100000.0,,184.04,0.18404,,60.0,0.005192953517927208,0.00711174538372423,0.0006494382108077629,1.1644753867143796,2.1431896981572693,
6,6,2.5,700,1,100000.0,,210.15,0.21015,,70.0,0.005994029822896892,0.007407760899077053,0.0006589765847592845,1.1778058900784816,2.4746148102142893,
7,7,2.5,800,1,100000.0,,229.45,0.22945,,80.0,0.0076390414900856735,0.007618959893824322,0.0006552848326464879,1.0511858027646357,2.4118369098515364,
8,8,2.5,900,1,100000.0,,254.63,0.25463,,90.0,0.009150792976788578,0.007430154286970622,0.0006644317475378331,0.9882335546237758,2.5157025911408235,
9,9,2.5,1000,1,100000.0,,278.82,0.27881999999999996,,100.0,0.010509927719533607,0.007385222467130829,0.0006795175816803808,0.9538580966390835,2.659152896031314,
10,10,2.5,1100,1,100000.0,,296.73,0.29673,,110.0,0.01146425399214877,0.007602710976051904,0.0006852076914498811,0.9653305547692375,2.8638021609881426,
11,11,2.5,1200,1,100000.0,,316.25,0.31625000000000003,,120.0,0.012704185279824287,0.00724542093549733,0.0006794310038978702,0.9494563540508174,3.00332241125404,
12,12,2.5,1300,1,100000.0,,330.04,0.33004,,130.0,0.014952215658279328,0.007480669066649586,0.0006817207132960426,0.873911019481387,2.886264009504387,
13,13,2.5,1400,1,100000.0,,335.31,0.33531000000000005,,140.0,0.017580368562355488,0.007246182714951432,0.0006730428666651989,0.8022624581004141,2.690947747190678,
14,14,2.5,1500,1,100000.0,,348.15,0.34814999999999996,,150.0,0.01895791909296804,0.007422336402775382,0.0006769410032134535,0.7931747075113216,2.7621084546724965,
15,15,2.5,1600,1,100000.0,,339.37,0.33937,,160.0,0.019402885455135677,0.0074266318985529885,0.0006635570284128812,0.8284371612226842,2.812689126500451,
16,16,2.5,1700,1,100000.0,,332.45,0.33245,,170.0,0.023120920684491463,0.007106665470176671,0.0006706359949253479,0.7380013012382176,2.453769838969497,
17,17,2.5,1800,1,100000.0,,318.29,0.31829,,180.0,0.024083526226268075,0.007186469150055187,0.0006600746518449352,0.7504150085926253,2.388885929126918,
18,18,2.5,1900,1,100000.0,,277.18,0.27718000000000004,,190.0,0.026768463631854044,0.007224971521346054,0.000670335910779798,0.71273050534821,1.9749239288760807,
19,19,2.5,2000,1,100000.0,,199.94,0.19994,,200.0,0.028555736212881586,0.0073764584299120224,0.0006545010469056377,0.703679983827422,1.405949606296538,
20,20,2.5,2100,1,100000.0,,8.82,0.008819999999999998,,210.0,0.03131327796960073,0.008588719001316397,0.0006022513690230305,0.6814847895927902,0.060555882281576094,
