,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,592.3,0.5923,100.0,0.0024781307470063,0.1332755333387156,0.0034049561500276,,41.11684481007827,24.42558709423856,,,
1,1,2.5,0.016,150,1,100000.0,,573.9,0.5738999999999999,150.0,0.0038276500355265,0.1044262033432377,0.0034689889579993,,39.69564327476027,22.757459672753523,,,
2,2,2.5,0.016,200,1,100000.0,,336.7,0.3367,200.0,0.005444011891032,0.1019422763725943,0.003220254531459,,39.17730987036144,13.209096315083515,,,
3,3,2.5,0.016,250,1,100000.0,,363.9,0.3639,250.0,0.0062201173021463,0.108048854065873,0.0034314573202893,,42.12958044214812,15.27379215145036,,,
4,4,2.5,0.016,300,1,100000.0,,381.5,0.3815,300.0,0.0080118472596665,0.0921470485864303,0.0034417944510446,,38.60542621099385,14.778435928017634,,,
5,5,2.5,0.016,350,1,100000.0,,406.1,0.4061,350.0,0.0090790921489883,0.0953705662380481,0.0034434883432127,,39.171555557729405,15.957680117248197,,,
6,6,2.5,0.016,400,1,100000.0,,453.3,0.4533,400.0,0.0110488325503126,0.0879828649696456,0.0035339953883611,,36.56419773220168,16.5927736832244,,,
7,7,2.5,0.016,450,1,100000.0,,504.8,0.5048,450.0,0.0147117036584233,0.0901288503866277,0.0033964552521729,,31.249107115809714,15.780997232123685,,,
8,8,2.5,0.016,500,1,100000.0,,544.7,0.5447,500.0,0.0160799825026117,0.0861698980606133,0.0034189092002189,,31.344873818406803,17.029852665730495,,,
9,9,2.5,0.016,550,1,100000.0,,521.1,0.5211,550.0,0.0164748308626712,0.0853053266022315,0.0034371423983036,,34.18796495699191,17.804441200368174,,,
10,10,2.5,0.016,600,1,100000.0,,568.1,0.5681,600.0,0.0201078185491382,0.0846340743382721,0.003403101719747,,30.587921338977385,17.411447850708402,,,
11,11,2.5,0.016,650,1,100000.0,,629.7,0.6297,650.0,0.0225309025883233,0.0819555993744009,0.0036321736930754,,29.245299849147976,18.43310940980524,,,
12,12,2.5,0.016,700,1,100000.0,,665.6,0.6656,700.0,0.0226232040057879,0.0817251533162668,0.0035325747368082,,31.680646588552285,21.053114859263964,,,
13,13,2.5,0.016,750,1,100000.0,,672.5,0.6725,750.0,0.0265031235785272,0.077208072453467,0.0037014120985253,,28.689654137006983,19.305583334449626,,,
14,14,2.5,0.016,800,1,100000.0,,733.2,0.7332,800.0,0.0297009545998207,0.0819756705348774,0.003511432484293,,27.395631005159032,20.097359726488964,,,
15,15,2.5,0.016,850,1,100000.0,,769.5,0.7695,850.0,0.0318796268173286,0.0871515293511627,0.0035532475804549,,26.86578481018636,20.645472237542727,,,
16,16,2.5,0.016,900,1,100000.0,,810.0,0.8100000000000002,900.0,0.0359740707254331,0.0811102139592111,0.0036092256276736,,25.27819286972429,20.462914780350303,,,
17,17,2.5,0.016,950,1,100000.0,,850.6,0.8506,950.0,0.0358199788436535,0.0899667423411224,0.0035560215349929,,26.978165996835877,22.94179597134722,,,
18,18,2.5,0.016,1000,1,100000.0,,889.5,0.8895,1000.0,0.0389156203135939,0.0853225453621678,0.003575848101948,,26.33823011527696,23.42782184684513,,,
19,19,2.5,0.016,1050,1,100000.0,,919.8,0.9198,1050.0,0.0434777803106043,0.078560336936585,0.0036390039976089,,24.45977802801337,22.534929616724195,,,
20,20,2.5,0.016,1100,1,100000.0,,946.9,0.9469,1100.0,0.0455775192840291,0.0775615917093207,0.0035988801434585,,24.398519738497274,23.057507015301265,,,
21,21,2.5,0.016,1150,1,100000.0,,984.3,0.9843,1150.0,0.0458240571362466,0.0860098587817214,0.0036118739889673,,25.42238526657716,25.03767834689402,,,
22,22,2.5,0.016,1200,1,100000.0,,1001.0,1.001,1200.0,0.0500942094193532,0.0838789280207489,0.0036178514084977,,24.25655931048776,24.2975159018359,,,
