,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,10000.0,10.0,,10.0,0.009659390332912316,0.011556405439757837,0.010543847749795124,0.10493539207590478,10.493539207590478,
1,1,2.5,200,1,100000.0,,10000.0,10.0,,20.0,0.019952686796317207,0.008255265025640073,0.0072363729035623235,0.10023825615225496,10.0238256152255,
2,2,2.5,300,1,100000.0,,10000.0,10.0,,30.0,0.028944628670290472,0.0071138961055505125,0.006193382576375406,0.1050388932773284,10.503889327732843,
3,3,2.5,400,1,100000.0,,10000.0,10.0,,40.0,0.039965760602831885,0.0062344813021571535,0.005052062454192645,0.10008569150730556,10.00856915073056,
4,4,2.5,500,1,100000.0,,10000.0,10.0,,50.0,0.049851833286964506,0.00574976635229853,0.004643540417966013,0.10029778149898728,10.029778149898732,
5,5,2.5,600,1,100000.0,,10000.0,10.0,,60.0,0.059900794457383874,0.005614420373652226,0.004519790362403878,0.10016572580383828,10.016572580383826,
6,6,2.5,700,1,100000.0,,10000.0,10.0,,70.0,0.06992002142233446,0.005296242856959328,0.0040237794691010895,0.10011444449862292,10.011444449862292,
7,7,2.5,800,1,100000.0,,10000.0,10.0,,80.0,0.07989437703951013,0.0050428697784746495,0.0037500795935360874,0.10013232715061096,10.013232715061095,
8,8,2.5,900,1,100000.0,,10000.0,10.0,,90.0,0.08982145745031174,0.004982428066107948,0.0034748962073501742,0.10019917685026589,10.019917685026588,
9,9,2.5,1000,1,100000.0,,10000.0,10.0,,100.0,0.09983023545417721,0.004982766597565404,0.0032739673190450526,0.10017016551003075,10.017016551003076,
10,10,2.5,1100,1,100000.0,,10000.0,10.0,,110.0,0.10981678647243372,0.004717663323502864,0.0031612997826936536,0.10016701788473416,10.016701788473416,
11,11,2.5,1200,1,100000.0,,10000.0,10.0,,120.0,0.1197757171430908,0.004568490388418348,0.0030202958351240247,0.10018755394943513,10.018755394943511,
12,12,2.5,1300,1,100000.0,,10000.0,10.0,,130.0,0.12567443864984879,0.004622129777156423,0.0029654709027356696,0.10483003600827175,10.483003600827171,
13,13,2.5,1400,1,100000.0,,10000.0,10.0,,140.0,0.13976606250580287,0.0046088086431417645,0.002834914716455563,0.10016750925615683,10.016750925615684,
14,14,2.5,1500,1,100000.0,,10000.0,10.0,,150.0,0.14979105980886287,0.004435457994222151,0.002696697629894752,0.1001395919108896,10.01395919108896,
15,15,2.5,1600,1,100000.0,,10000.0,10.0,,160.0,0.1597980553578668,0.004242631283525875,0.002659927822877848,0.10012640547215468,10.012640547215469,
16,16,2.5,1700,1,100000.0,,10000.0,10.0,,170.0,0.16423108463208963,0.004617798904439553,0.0025357785831461198,0.10488549915288344,10.488549915288344,
17,17,2.5,1800,1,100000.0,,10000.0,10.0,,180.0,0.17973368083028615,0.004308234958140901,0.002476036522094139,0.10014849569074163,10.014849569074167,
18,18,2.5,1900,1,100000.0,,10000.0,10.0,,190.0,0.18919877379891203,0.004253846401669827,0.002517900738815453,0.100429663540781,10.042966354078098,
19,19,2.5,2000,1,100000.0,,10000.0,10.0,,200.0,0.19952507654760207,0.004192917110002822,0.0023952514188337265,0.10023852537566363,10.023852537566365,
20,20,2.5,2100,1,100000.0,,10000.0,10.0,,210.0,0.20978115005898415,0.004534365131941697,0.0023112308064201824,0.10010435885029342,10.010435885029343,
