,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,215.68,0.21567999999999996,,20.0,0.0005518058831086136,0.02925173942978091,0.0011094395440493236,7.2900981808173695,7.85259097353628,
1,1,2.5,0.027,200,1,100000.0,,119.96,0.11995999999999998,,40.0,0.0012234061813785502,0.02326197560695749,0.0011377311079012694,6.654687350675474,3.996197515235477,
2,2,2.5,0.027,300,1,100000.0,,131.88,0.13188,,60.0,0.002384089122242585,0.01983557549065858,0.0011765854634992075,5.188979670272475,3.4121559209551515,
3,3,2.5,0.027,400,1,100000.0,,157.76,0.15776,,80.0,0.003371874592007771,0.019679504055076992,0.001206922268439773,4.763197670256103,3.7601338574868,
4,4,2.5,0.027,500,1,100000.0,,185.6,0.1856,,100.0,0.004631654244697073,0.017970515555331672,0.0011806439844661376,4.397679763708945,4.076141425170329,
5,5,2.5,0.027,600,1,100000.0,,198.36,0.19836,,120.0,0.006008326183723512,0.018064363861936127,0.0011030057582288103,4.015678810359047,3.9810539058303593,
6,6,2.5,0.027,700,1,100000.0,,231.64,0.23164,,140.0,0.0070563220142230414,0.01784687447230001,0.001160225020212334,3.999832254947788,4.630575303358452,
7,7,2.5,0.027,800,1,100000.0,,247.24,0.24724,,160.0,0.008693557683300242,0.016987488040370192,0.001241895997042576,3.7216291444755174,4.603257319009517,
8,8,2.5,0.027,900,1,100000.0,,280.04,0.28003999999999996,,180.0,0.010288942230895373,0.016874520208590604,0.0011714718367454083,3.526298131182858,4.933860722588002,
9,9,2.5,0.027,1000,1,100000.0,,300.6,0.3006,,200.0,0.012429958355760391,0.017134324916023153,0.0011175515699542967,3.275521937504878,4.927258008860959,
10,10,2.5,0.027,1100,1,100000.0,,318.52,0.31852,,220.0,0.014875563225159564,0.01724227907298117,0.001169181234480695,2.979341799672722,4.746615878890166,
11,11,2.5,0.027,1200,1,100000.0,,342.76,0.34275999999999995,,240.0,0.016309447443818497,0.016826576421786334,0.0012055392569332668,2.9972235327833507,5.134620232667321,
12,12,2.5,0.027,1300,1,100000.0,,345.8,0.3458,,260.0,0.01826685690953127,0.017040576740944443,0.001178383030868221,2.873985412109062,4.971600041312692,
13,13,2.5,0.027,1400,1,100000.0,,364.92,0.36492,,280.0,0.019708477250869688,0.017006933958315186,0.00125741837353324,2.887554935243008,5.272627845733486,
14,14,2.5,0.027,1500,1,100000.0,,374.0,0.374,,300.0,0.02233866651709832,0.017903070962963646,0.0012553491754978793,2.6939956778756926,5.039088293943012,
15,15,2.5,0.027,1600,1,100000.0,,367.68,0.36768,,320.0,0.02493294943118599,0.016533655513053663,0.0011718710957007007,2.587376109855999,4.754294682763968,
16,16,2.5,0.027,1700,1,100000.0,,365.32,0.36532,,340.0,0.02829063124979257,0.015574560722828154,0.0011880461497549147,2.4325721911070635,4.439293416353233,
17,17,2.5,0.027,1800,1,100000.0,,346.24,0.34624,,360.0,0.03020232583897268,0.017016389585183773,0.0012200061241574305,2.388874986410032,4.139318995997047,
18,18,2.5,0.027,1900,1,100000.0,,294.88,0.29488,,380.0,0.032027199983022,0.01620747115564682,0.0012220326022874869,2.386173993317964,3.5209874996324024,
19,19,2.5,0.027,2000,1,100000.0,,200.76,0.20076,,400.0,0.03595390449365368,0.01636926336638996,0.0011204616974092464,2.2398574732307126,2.2468144053263166,
20,20,2.5,0.027,2100,1,100000.0,,7.2,0.007200000000000001,,420.0,0.04166455372088783,0.01733110720614793,0.0010943143643691593,2.025510217859068,0.07283322754986385,
