,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,20000.0,20.0,,20.0,0.01996404866205978,0.09447492706739705,0.022153071623942963,0.20036032331673775,20.036032331673777,
1,1,2.5,0.027,200,1,100000.0,,20000.0,20.0,,40.0,0.03993570947964599,0.09306573456356344,0.016273567841239917,0.20032255401704804,20.032255401704806,
2,2,2.5,0.027,300,1,100000.0,,20000.0,20.0,,60.0,0.059814664157770495,0.09782684990627248,0.014913694982501575,0.20062159012144767,20.06215901214477,
3,3,2.5,0.027,400,1,100000.0,,20000.0,20.0,,80.0,0.0799496665057154,0.09440479299554556,0.012962629088749605,0.2001259304786397,20.012593047863973,
4,4,2.5,0.027,500,1,100000.0,,20000.0,20.0,,100.0,0.0998036300041963,0.09691347016603778,0.012684155396401005,0.20039368791572848,20.039368791572848,
5,5,2.5,0.027,600,1,100000.0,,20000.0,20.0,,120.0,0.11961863066510432,0.09849457622802413,0.011624663261163685,0.2006395270043316,20.06395270043317,
6,6,2.5,0.027,700,1,100000.0,,20000.0,20.0,,140.0,0.13937168121639842,0.09201382876253672,0.010874820422639615,0.2009102838371782,20.09102838371781,
7,7,2.5,0.027,800,1,100000.0,,20000.0,20.0,,160.0,0.15988036835261027,0.0993450346986998,0.010974927512941088,0.20014967127869995,20.01496712787,
8,8,2.5,0.027,900,1,100000.0,,20000.0,20.0,,180.0,0.179902180179879,0.09304623021340605,0.010390764523056695,0.20010876160171173,20.01087616017117,
9,9,2.5,0.027,1000,1,100000.0,,20000.0,20.0,,200.0,0.19951627350717444,0.0910530881634011,0.010735917021799204,0.20048509308143272,20.048509308143277,
10,10,2.5,0.027,1100,1,100000.0,,20000.0,20.0,,220.0,0.21971495870702712,0.09608233622518356,0.010405250320950457,0.20025953918460956,20.02595391846096,
11,11,2.5,0.027,1200,1,100000.0,,20000.0,20.0,,240.0,0.23969050949241136,0.09651511821527459,0.0097031854449604,0.20025831386499351,20.025831386499355,
12,12,2.5,0.027,1300,1,100000.0,,20000.0,20.0,,260.0,0.25967404243183406,0.09381934817369325,0.010106455567530459,0.2002511281249491,20.025112812494918,
13,13,2.5,0.027,1400,1,100000.0,,20000.0,20.0,,280.0,0.27974765121932255,0.09297360268478488,0.009957714026551384,0.2001805008364033,20.018050083640336,
14,14,2.5,0.027,1500,1,100000.0,,20000.0,20.0,,300.0,0.29859531312671606,0.10000322488956156,0.009873249930040115,0.2009435997689124,20.09435997689124,
15,15,2.5,0.027,1600,1,100000.0,,20000.0,20.0,,320.0,0.3193442986910031,0.09475470189505722,0.009515732763809022,0.2004118444092201,20.041184440922017,
16,16,2.5,0.027,1700,1,100000.0,,20000.0,20.0,,340.0,0.3366153978471448,0.09628651680198515,0.009532846412810369,0.20207063849853876,20.207063849853867,
17,17,2.5,0.027,1800,1,100000.0,,20000.0,20.0,,360.0,0.35958462011055414,0.09810884659526761,0.009497143375103165,0.20023113072316687,20.023113072316693,
18,18,2.5,0.027,1900,1,100000.0,,20000.0,20.0,,380.0,0.3795118199379067,0.09550122326024783,0.00896174631003401,0.20025737568449023,20.025737568449024,
19,19,2.5,0.027,2000,1,100000.0,,20000.0,20.0,,400.0,0.3992621467480694,0.09820798323211571,0.008727183477529828,0.2003701772245956,20.03701772245956,
20,20,2.5,0.027,2100,1,100000.0,,20000.0,20.0,,420.0,0.39280401492648975,0.09646912328088358,0.009032662443123469,0.21898925997011323,21.898925997011325,
