Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5
116.866333,2.42E+15,350.598999,1.56E+15,584.331665,1.26E+15
122.517784,2.42E+15,367.553345,1.56E+15,612.588928,1.25E+15
128.169235,2.42E+15,384.50769,1.55E+15,640.846191,1.25E+15
133.820679,2.42E+15,401.462036,1.55E+15,669.103394,1.24E+15
139.472137,2.42E+15,418.416382,1.55E+15,697.360657,1.24E+15
145.123581,2.41E+15,435.370728,1.54E+15,725.61792,1.23E+15
150.775024,2.41E+15,452.325073,1.54E+15,753.875183,1.22E+15
156.426483,2.41E+15,469.279419,1.53E+15,782.132385,1.21E+15
162.077927,2.41E+15,486.233765,1.53E+15,810.389648,1.21E+15
167.72937,2.41E+15,503.18811,1.52E+15,838.646912,1.20E+15
173.380829,2.40E+15,520.142456,1.52E+15,866.904175,1.19E+15
179.032272,2.40E+15,537.096802,1.51E+15,895.161377,1.18E+15
184.683716,2.40E+15,554.051147,1.50E+15,923.418701,1.17E+15
190.335175,2.40E+15,571.005493,1.50E+15,951.675903,1.16E+15
195.986633,2.40E+15,587.959839,1.49E+15,979.933105,1.16E+15
201.638062,2.39E+15,604.914185,1.49E+15,1008.19037,1.15E+15
207.28952,2.39E+15,621.86853,1.48E+15,1036.44763,1.14E+15
212.940979,2.39E+15,638.822876,1.47E+15,1064.70483,1.13E+15
218.592422,2.38E+15,655.777222,1.47E+15,1092.96216,1.12E+15
224.243866,2.38E+15,672.731567,1.46E+15,1121.21936,1.11E+15
229.895325,2.38E+15,689.685913,1.45E+15,1149.47656,1.10E+15
235.546768,2.38E+15,706.640259,1.45E+15,1177.73389,1.09E+15
241.198212,2.37E+15,723.594604,1.44E+15,1205.99121,1.08E+15
246.84967,2.37E+15,740.54895,1.43E+15,1234.24829,1.07E+15
252.501114,2.37E+15,757.503296,1.42E+15,1262.50562,1.06E+15
258.152588,2.36E+15,774.457642,1.42E+15,1290.76294,1.05E+15
263.804016,2.36E+15,791.411987,1.41E+15,1319.02002,1.04E+15
269.455475,2.36E+15,808.366333,1.40E+15,1347.27734,1.03E+15
275.106934,2.35E+15,825.32074,1.39E+15,1375.53467,1.02E+15
280.758362,2.35E+15,842.275085,1.38E+15,1403.79187,1.01E+15
286.40979,2.35E+15,859.229431,1.38E+15,1432.04907,9.94E+14
292.061279,2.34E+15,876.183777,1.37E+15,1460.3064,9.83E+14
297.712708,2.34E+15,893.138123,1.36E+15,1488.5636,9.72E+14
303.364136,2.33E+15,910.092468,1.35E+15,1516.8208,9.61E+14
309.015625,2.33E+15,927.046814,1.34E+15,1545.07812,9.49E+14
314.667053,2.33E+15,944.001099,1.33E+15,1573.33533,9.38E+14
320.318512,2.32E+15,960.955444,1.32E+15,1601.59253,9.26E+14
325.969971,2.32E+15,977.909851,1.31E+15,1629.84985,9.15E+14
331.621399,2.31E+15,994.864197,1.31E+15,1658.10706,9.03E+14
337.272858,2.31E+15,1011.81854,1.30E+15,1686.36438,8.91E+14
342.924316,2.30E+15,1028.77283,1.29E+15,1714.62158,8.80E+14
348.575745,2.30E+15,1045.72729,1.28E+15,1742.87891,8.68E+14
354.227203,2.30E+15,1062.68164,1.27E+15,1771.13611,8.56E+14
359.878662,2.29E+15,1079.63599,1.26E+15,1799.39331,8.44E+14
365.53009,2.29E+15,1096.59033,1.25E+15,1827.65063,8.32E+14
