Energy1[eV]	Photons1	Energy3[eV]	Photons3	Energy5[eV]	Photons5	Energy7[eV]	Photons7
4.08923e+2	8.26392e+14	1.22677e+3	1.33321e+14	2.04462e+3	2.43664e+13	2.86246e+3	4.57610e+12
4.08651e+2	8.26586e+14	1.22595e+3	1.33782e+14	2.04325e+3	2.45113e+13	2.86056e+3	4.61484e+12
4.08379e+2	8.27458e+14	1.22514e+3	1.34244e+14	2.04189e+3	2.46569e+13	2.85865e+3	4.65383e+12
4.08106e+2	8.28329e+14	1.22432e+3	1.34707e+14	2.04053e+3	2.48030e+13	2.85675e+3	4.69308e+12
4.07834e+2	8.29198e+14	1.22350e+3	1.35170e+14	2.03917e+3	2.49496e+13	2.85484e+3	4.73259e+12
4.07562e+2	8.30067e+14	1.22269e+3	1.35634e+14	2.03781e+3	2.50969e+13	2.85294e+3	4.77235e+12
4.07291e+2	8.31618e+14	1.22187e+3	1.36099e+14	2.03645e+3	2.52448e+13	2.85103e+3	4.81236e+12
4.07019e+2	8.32490e+14	1.22106e+3	1.36564e+14	2.03509e+3	2.53932e+13	2.84913e+3	4.85264e+12
4.06747e+2	8.33352e+14	1.22024e+3	1.37030e+14	2.03374e+3	2.55422e+13	2.84723e+3	4.89317e+12
4.06476e+2	8.34218e+14	1.21943e+3	1.37497e+14	2.03238e+3	2.56918e+13	2.84533e+3	4.93397e+12
4.06204e+2	8.35083e+14	1.21861e+3	1.37965e+14	2.03102e+3	2.58420e+13	2.84343e+3	4.97502e+12
4.05933e+2	8.35946e+14	1.21780e+3	1.38433e+14	2.02966e+3	2.59927e+13	2.84153e+3	5.01634e+12
4.05662e+2	8.36809e+14	1.21698e+3	1.38901e+14	2.02831e+3	2.61441e+13	2.83963e+3	5.05792e+12
4.05390e+2	8.37671e+14	1.21617e+3	1.39371e+14	2.02695e+3	2.62960e+13	2.83773e+3	5.09976e+12
4.05119e+2	8.38532e+14	1.21536e+3	1.39841e+14	2.02560e+3	2.64486e+13	2.83583e+3	5.14187e+12
4.04848e+2	8.39392e+14	1.21454e+3	1.40311e+14	2.02424e+3	2.66017e+13	2.83394e+3	5.18425e+12
4.04577e+2	8.40252e+14	1.21373e+3	1.40783e+14	2.02289e+3	2.67554e+13	2.83204e+3	5.22689e+12
4.04307e+2	8.41110e+14	1.21292e+3	1.41255e+14	2.02153e+3	2.69097e+13	2.83015e+3	5.26981e+12
4.04036e+2	8.41968e+14	1.21211e+3	1.41727e+14	2.02018e+3	2.70645e+13	2.82825e+3	5.31299e+12
4.03765e+2	8.42824e+14	1.21130e+3	1.42200e+14	2.01883e+3	2.72200e+13	2.82636e+3	5.35644e+12
4.03495e+2	8.43680e+14	1.21048e+3	1.42674e+14	2.01747e+3	2.73761e+13	2.82446e+3	5.40017e+12
4.03224e+2	8.44535e+14	1.20967e+3	1.43149e+14	2.01612e+3	2.75327e+13	2.82257e+3	5.44416e+12
4.02954e+2	8.45388e+14	1.20886e+3	1.43624e+14	2.01477e+3	2.76900e+13	2.82068e+3	5.48843e+12
4.02684e+2	8.46241e+14	1.20805e+3	1.44100e+14	2.01342e+3	2.78478e+13	2.81879e+3	5.53298e+12
4.02414e+2	8.47093e+14	1.20724e+3	1.44576e+14	2.01207e+3	2.80062e+13	2.81689e+3	5.57780e+12
4.02143e+2	8.47944e+14	1.20643e+3	1.45053e+14	2.01072e+3	2.81652e+13	2.81500e+3	5.62290e+12
4.01874e+2	8.48793e+14	1.20562e+3	1.45531e+14	2.00937e+3	2.83248e+13	2.81311e+3	5.66828e+12
4.01604e+2	8.49642e+14	1.20481e+3	1.46009e+14	2.00802e+3	2.84851e+13	2.81123e+3	5.71393e+12
4.01334e+2	8.50490e+14	1.20400e+3	1.46488e+14	2.00667e+3	2.86459e+13	2.80934e+3	5.75986e+12
4.01064e+2	8.50625e+14	1.20319e+3	1.46968e+14	2.00532e+3	2.88073e+13	2.80745e+3	5.80608e+12
4.00795e+2	8.51470e+14	1.20238e+3	1.47448e+14	2.00397e+3	2.89693e+13	2.80556e+3	5.85258e+12
4.00525e+2	8.52315e+14	1.20158e+3	1.47929e+14	2.00263e+3	2.91318e+13	2.80368e+3	5.89936e+12
4.00256e+2	8.53159e+14	1.20077e+3	1.48410e+14	2.00128e+3	2.92950e+13	2.80179e+3	5.94642e+12
3.99987e+2	8.54002e+14	1.19996e+3	1.48892e+14	1.99993e+3	2.94588e+13	2.79991e+3	5.99377e+12
3.99718e+2	8.55559e+14	1.19915e+3	1.49375e+14	1.99859e+3	2.96232e+13	2.79802e+3	6.04141e+12
3.99449e+2	8.56401e+14	1.19835e+3	1.49858e+14	1.99724e+3	2.97882e+13	2.79614e+3	6.08933e+12
3.99180e+2	8.57242e+14	1.19754e+3	1.50342e+14	1.99590e+3	2.99538e+13	2.79426e+3	6.13754e+12
3.98911e+2	8.58081e+14	1.19673e+3	1.50826e+14	1.99455e+3	3.01200e+13	2.79238e+3	6.18604e+12
3.98642e+2	8.58920e+14	1.19593e+3	1.51316e+14	1.99321e+3	3.02867e+13	2.79049e+3	6.23483e+12
3.98373e+2	8.59758e+14	1.19512e+3	1.51797e+14	1.99187e+3	3.04541e+13	2.78861e+3	6.28391e+12
3.98105e+2	8.60595e+14	1.19431e+3	1.52283e+14	1.99052e+3	3.06221e+13	2.78673e+3	6.33329e+12
3.97836e+2	8.61430e+14	1.19351e+3	1.52770e+14	1.98918e+3	3.07907e+13	2.78486e+3	6.38295e+12
3.97568e+2	8.62265e+14	1.19270e+3	1.53258e+14	1.98784e+3	3.09599e+13	2.78298e+3	6.43291e+12
3.97300e+2	8.63099e+14	1.19190e+3	1.53746e+14	1.98650e+3	3.11297e+13	2.78110e+3	6.48317e+12
3.97032e+2	8.63932e+14	1.19110e+3	1.54234e+14	1.98516e+3	3.13001e+13	2.77922e+3	6.53372e+12
3.96764e+2	8.64764e+14	1.19029e+3	1.54724e+14	1.98382e+3	3.14711e+13	2.77735e+3	6.58457e+12
3.96496e+2	8.65595e+14	1.18949e+3	1.55213e+14	1.98248e+3	3.16427e+13	2.77547e+3	6.63572e+12
3.96228e+2	8.66422e+14	1.18868e+3	1.55704e+14	1.98114e+3	3.18149e+13	2.77360e+3	6.68717e+12
3.95960e+2	8.67255e+14	1.18788e+3	1.56195e+14	1.97980e+3	3.19877e+13	2.77172e+3	6.73892e+12
3.95693e+2	8.68084e+14	1.18708e+3	1.56686e+14	1.97846e+3	3.21611e+13	2.76985e+3	6.79097e+12
3.95425e+2	8.68911e+14	1.18628e+3	1.57178e+14	1.97713e+3	3.23351e+13	2.76798e+3	6.84332e+12
3.95158e+2	8.69738e+14	1.18547e+3	1.57671e+14	1.97579e+3	3.25097e+13	2.76611e+3	6.89598e+12
3.94891e+2	8.70564e+14	1.18467e+3	1.58164e+14	1.97445e+3	3.26850e+13	2.76423e+3	6.94894e+12
3.94623e+2	8.71389e+14	1.18387e+3	1.58658e+14	1.97312e+3	3.28608e+13	2.76236e+3	7.00220e+12
3.94356e+2	8.72212e+14	1.18307e+3	1.59153e+14	1.97178e+3	3.30373e+13	2.76049e+3	7.05577e+12
3.94089e+2	8.73035e+14	1.18227e+3	1.59648e+14	1.97045e+3	3.32143e+13	2.75863e+3	7.10965e+12
3.93823e+2	8.73857e+14	1.18147e+3	1.60143e+14	1.96911e+3	3.33920e+13	2.75676e+3	7.16384e+12
3.93556e+2	8.73931e+14	1.18067e+3	1.60639e+14	1.96778e+3	3.35702e+13	2.75489e+3	7.21834e+12
3.93289e+2	8.74750e+14	1.17987e+3	1.61136e+14	1.96645e+3	3.37491e+13	2.75302e+3	7.27315e+12
3.93023e+2	8.75569e+14	1.17907e+3	1.61633e+14	1.96511e+3	3.39286e+13	2.75116e+3	7.32827e+12
3.92756e+2	8.76386e+14	1.17827e+3	1.62131e+14	1.96378e+3	3.41086e+13	2.74929e+3	7.38370e+12
3.92490e+2	8.77203e+14	1.17747e+3	1.62630e+14	1.96245e+3	3.42893e+13	2.74743e+3	7.43945e+12
3.92224e+2	8.78767e+14	1.17667e+3	1.63128e+14	1.96112e+3	3.44706e+13	2.74557e+3	7.49551e+12
3.91958e+2	8.79582e+14	1.17587e+3	1.63628e+14	1.95979e+3	3.46526e+13	2.74370e+3	7.55189e+12
3.91692e+2	8.80397e+14	1.17508e+3	1.64128e+14	1.95846e+3	3.48351e+13	2.74184e+3	7.60858e+12
3.91426e+2	8.81210e+14	1.17428e+3	1.64629e+14	1.95713e+3	3.50182e+13	2.73998e+3	7.66559e+12
3.91160e+2	8.82023e+14	1.17348e+3	1.65130e+14	1.95580e+3	3.52020e+13	2.73812e+3	7.72292e+12
3.90895e+2	8.82835e+14	1.17268e+3	1.65631e+14	1.95447e+3	3.53863e+13	2.73626e+3	7.78057e+12
3.90629e+2	8.83645e+14	1.17189e+3	1.66134e+14	1.95315e+3	3.55713e+13	2.73440e+3	7.83854e+12
3.90364e+2	8.84455e+14	1.17109e+3	1.66636e+14	1.95182e+3	3.57569e+13	2.73255e+3	7.89683e+12
3.90098e+2	8.85264e+14	1.17030e+3	1.67140e+14	1.95049e+3	3.59431e+13	2.73069e+3	7.95544e+12
3.89833e+2	8.86072e+14	1.16950e+3	1.67644e+14	1.94917e+3	3.61299e+13	2.72883e+3	8.01438e+12
3.89568e+2	8.86878e+14	1.16870e+3	1.68148e+14	1.94784e+3	3.63173e+13	2.72698e+3	8.07364e+12
3.89303e+2	8.87684e+14	1.16791e+3	1.68653e+14	1.94652e+3	3.65054e+13	2.72512e+3	8.13323e+12
3.89038e+2	8.88489e+14	1.16711e+3	1.69158e+14	1.94519e+3	3.66940e+13	2.72327e+3	8.19314e+12
3.88774e+2	8.89292e+14	1.16632e+3	1.69664e+14	1.94387e+3	3.68833e+13	2.72141e+3	8.25339e+12
3.88509e+2	8.90095e+14	1.16553e+3	1.70170e+14	1.94254e+3	3.70732e+13	2.71956e+3	8.31395e+12
3.88244e+2	8.90897e+14	1.16473e+3	1.70677e+14	1.94122e+3	3.72636e+13	2.71771e+3	8.37485e+12
3.87980e+2	8.91698e+14	1.16394e+3	1.71185e+14	1.93990e+3	3.74548e+13	2.71586e+3	8.43608e+12
3.87716e+2	8.92498e+14	1.16315e+3	1.71693e+14	1.93858e+3	3.76465e+13	2.71401e+3	8.49765e+12
3.87452e+2	8.93298e+14	1.16235e+3	1.72201e+14	1.93726e+3	3.78388e+13	2.71216e+3	8.55954e+12
3.87187e+2	8.94093e+14	1.16156e+3	1.72710e+14	1.93594e+3	3.80318e+13	2.71031e+3	8.62177e+12
3.86924e+2	8.94894e+14	1.16077e+3	1.73220e+14	1.93462e+3	3.82253e+13	2.70846e+3	8.68433e+12
3.86660e+2	8.95691e+14	1.15998e+3	1.73730e+14	1.93330e+3	3.84195e+13	2.70662e+3	8.74722e+12
3.86396e+2	8.96486e+14	1.15919e+3	1.74240e+14	1.93198e+3	3.86143e+13	2.70477e+3	8.81046e+12
3.86132e+2	8.97281e+14	1.15840e+3	1.74751e+14	1.93066e+3	3.88097e+13	2.70293e+3	8.87403e+12
3.85869e+2	8.97293e+14	1.15761e+3	1.75263e+14	1.92934e+3	3.90057e+13	2.70108e+3	8.93794e+12
3.85606e+2	8.98085e+14	1.15682e+3	1.75775e+14	1.92803e+3	3.92023e+13	2.69924e+3	9.00218e+12
3.85342e+2	8.98876e+14	1.15603e+3	1.76288e+14	1.92671e+3	3.93995e+13	2.69740e+3	9.06677e+12
3.85079e+2	8.99666e+14	1.15524e+3	1.76801e+14	1.92540e+3	3.95974e+13	2.69555e+3	9.13170e+12
3.84816e+2	9.01239e+14	1.15445e+3	1.77314e+14	1.92408e+3	3.97959e+13	2.69371e+3	9.19697e+12
3.84553e+2	9.02028e+14	1.15366e+3	1.77828e+14	1.92277e+3	3.99950e+13	2.69187e+3	9.26258e+12
3.84291e+2	9.02815e+14	1.15287e+3	1.78342e+14	1.92145e+3	4.01947e+13	2.69003e+3	9.32854e+12
3.84028e+2	9.03600e+14	1.15208e+3	1.78857e+14	1.92014e+3	4.03950e+13	2.68820e+3	9.39485e+12
3.83765e+2	9.04388e+14	1.15130e+3	1.79373e+14	1.91883e+3	4.05959e+13	2.68636e+3	9.46149e+12
3.83503e+2	9.05173e+14	1.15051e+3	1.79889e+14	1.91751e+3	4.07975e+13	2.68452e+3	9.52849e+12
3.83241e+2	9.05957e+14	1.14972e+3	1.80405e+14	1.91620e+3	4.09996e+13	2.68268e+3	9.59583e+12
3.82978e+2	9.06741e+14	1.14894e+3	1.80922e+14	1.91489e+3	4.12024e+13	2.68085e+3	9.66352e+12
3.82716e+2	9.07523e+14	1.14815e+3	1.81439e+14	1.91358e+3	4.14058e+13	2.67901e+3	9.73157e+12
3.82454e+2	9.08305e+14	1.14736e+3	1.81957e+14	1.91227e+3	4.16098e+13	2.67718e+3	9.79996e+12
3.82193e+2	9.09086e+14	1.14658e+3	1.82476e+14	1.91096e+3	4.18145e+13	2.67535e+3	9.86870e+12
3.81931e+2	9.09865e+14	1.14579e+3	1.82994e+14	1.90965e+3	4.20197e+13	2.67352e+3	9.93780e+12
3.81669e+2	9.10644e+14	1.14501e+3	1.83514e+14	1.90835e+3	4.22256e+13	2.67169e+3	1.00072e+13
3.81408e+2	9.11421e+14	1.14422e+3	1.84033e+14	1.90704e+3	4.24321e+13	2.66986e+3	1.00771e+13
3.81147e+2	9.12198e+14	1.14344e+3	1.84553e+14	1.90573e+3	4.26392e+13	2.66803e+3	1.01472e+13
3.80885e+2	9.12973e+14	1.14266e+3	1.85074e+14	1.90443e+3	4.28469e+13	2.66620e+3	1.02177e+13
3.80624e+2	9.13748e+14	1.14187e+3	1.85595e+14	1.90312e+3	4.30552e+13	2.66437e+3	1.02886e+13
3.80363e+2	9.14521e+14	1.14109e+3	1.86117e+14	1.90182e+3	4.32641e+13	2.66254e+3	1.03598e+13
3.80102e+2	9.15294e+14	1.14031e+3	1.86639e+14	1.90051e+3	4.34737e+13	2.66072e+3	1.04314e+13
3.79842e+2	9.16066e+14	1.13953e+3	1.87161e+14	1.89921e+3	4.36839e+13	2.65889e+3	1.05034e+13
3.79581e+2	9.16837e+14	1.13874e+3	1.87684e+14	1.89791e+3	4.38947e+13	2.65707e+3	1.05757e+13
3.79321e+2	9.17607e+14	1.13796e+3	1.88207e+14	1.89660e+3	4.41061e+13	2.65524e+3	1.06483e+13
3.79060e+2	9.18376e+14	1.13718e+3	1.88731e+14	1.89530e+3	4.43181e+13	2.65342e+3	1.07214e+13
3.78800e+2	9.19144e+14	1.13640e+3	1.89255e+14	1.89400e+3	4.45308e+13	2.65160e+3	1.07948e+13
3.78540e+2	9.19912e+14	1.13562e+3	1.89787e+14	1.89270e+3	4.47440e+13	2.64978e+3	1.08685e+13
3.78280e+2	9.19861e+14	1.13484e+3	1.90305e+14	1.89140e+3	4.49579e+13	2.64796e+3	1.09427e+13
3.78020e+2	9.20626e+14	1.13406e+3	1.90830e+14	1.89010e+3	4.51724e+13	2.64614e+3	1.10172e+13
3.77760e+2	9.21390e+14	1.13328e+3	1.91356e+14	1.88880e+3	4.53875e+13	2.64432e+3	1.10920e+13
3.77501e+2	9.22153e+14	1.13250e+3	1.91883e+14	1.88750e+3	4.56032e+13	2.64250e+3	1.11672e+13
3.77241e+2	9.23735e+14	1.13172e+3	1.92409e+14	1.88621e+3	4.58195e+13	2.64069e+3	1.12428e+13
3.76982e+2	9.24496e+14	1.13095e+3	1.92937e+14	1.88491e+3	4.60365e+13	2.63887e+3	1.13188e+13
3.76722e+2	9.25257e+14	1.13017e+3	1.93464e+14	1.88361e+3	4.62540e+13	2.63706e+3	1.13951e+13
3.76463e+2	9.26016e+14	1.12939e+3	1.93992e+14	1.88232e+3	4.64722e+13	2.63524e+3	1.14719e+13
3.76204e+2	9.26775e+14	1.12861e+3	1.94521e+14	1.88102e+3	4.66910e+13	2.63343e+3	1.15489e+13
3.75945e+2	9.27532e+14	1.12784e+3	1.95050e+14	1.87973e+3	4.69105e+13	2.63162e+3	1.16264e+13
3.75687e+2	9.28289e+14	1.12706e+3	1.95579e+14	1.87843e+3	4.71305e+13	2.62981e+3	1.17042e+13
3.75428e+2	9.29045e+14	1.12628e+3	1.96109e+14	1.87714e+3	4.73511e+13	2.62800e+3	1.17824e+13
3.75170e+2	9.29800e+14	1.12551e+3	1.96639e+14	1.87585e+3	4.75724e+13	2.62619e+3	1.18610e+13
3.74911e+2	9.30554e+14	1.12473e+3	1.97170e+14	1.87456e+3	4.77943e+13	2.62438e+3	1.19400e+13
3.74653e+2	9.31307e+14	1.12396e+3	1.97700e+14	1.87326e+3	4.80167e+13	2.62257e+3	1.20193e+13
3.74395e+2	9.32064e+14	1.12318e+3	1.98232e+14	1.87197e+3	4.82398e+13	2.62076e+3	1.20990e+13
3.74137e+2	9.32811e+14	1.12241e+3	1.98764e+14	1.87068e+3	4.84636e+13	2.61896e+3	1.21791e+13
3.73879e+2	9.33561e+14	1.12164e+3	1.99296e+14	1.86939e+3	4.86879e+13	2.61715e+3	1.22596e+13
3.73621e+2	9.34311e+14	1.12086e+3	1.99828e+14	1.86811e+3	4.89128e+13	2.61535e+3	1.23404e+13
3.73364e+2	9.35060e+14	1.12009e+3	2.00361e+14	1.86682e+3	4.91384e+13	2.61355e+3	1.24216e+13
3.73106e+2	9.35807e+14	1.11932e+3	2.00895e+14	1.86553e+3	4.93645e+13	2.61174e+3	1.25033e+13
3.72849e+2	9.36554e+14	1.11855e+3	2.01428e+14	1.86424e+3	4.95913e+13	2.60994e+3	1.25853e+13
3.72592e+2	9.37299e+14	1.11777e+3	2.01962e+14	1.86296e+3	4.98187e+13	2.60814e+3	1.26676e+13
3.72334e+2	9.38048e+14	1.11700e+3	2.02497e+14	1.86167e+3	5.00467e+13	2.60634e+3	1.27504e+13
3.72077e+2	9.38787e+14	1.11623e+3	2.03032e+14	1.86039e+3	5.02753e+13	2.60454e+3	1.28336e+13
3.71821e+2	9.39530e+14	1.11546e+3	2.03567e+14	1.85910e+3	5.05045e+13	2.60274e+3	1.29171e+13
3.71564e+2	9.40272e+14	1.11469e+3	2.04103e+14	1.85782e+3	5.07344e+13	2.60095e+3	1.30010e+13
3.71307e+2	9.41013e+14	1.11392e+3	2.04639e+14	1.85654e+3	5.09648e+13	2.59915e+3	1.30854e+13
3.71051e+2	9.41752e+14	1.11315e+3	2.05175e+14	1.85525e+3	5.11959e+13	2.59736e+3	1.31701e+13
3.70795e+2	9.42492e+14	1.11238e+3	2.05712e+14	1.85397e+3	5.14276e+13	2.59556e+3	1.32552e+13
3.70538e+2	9.42377e+14	1.11161e+3	2.06249e+14	1.85269e+3	5.16599e+13	2.59377e+3	1.33406e+13
3.70282e+2	9.43113e+14	1.11085e+3	2.06786e+14	1.85141e+3	5.18928e+13	2.59198e+3	1.34265e+13
3.70026e+2	9.43849e+14	1.11008e+3	2.07324e+14	1.85013e+3	5.21263e+13	2.59018e+3	1.35128e+13
3.69770e+2	9.45440e+14	1.10931e+3	2.07862e+14	1.84885e+3	5.23604e+13	2.58839e+3	1.35995e+13
3.69515e+2	9.46174e+14	1.10854e+3	2.08400e+14	1.84757e+3	5.25951e+13	2.58660e+3	1.36865e+13
3.69259e+2	9.46908e+14	1.10778e+3	2.08939e+14	1.84630e+3	5.28305e+13	2.58481e+3	1.37740e+13
3.69004e+2	9.47641e+14	1.10701e+3	2.09479e+14	1.84502e+3	5.30664e+13	2.58303e+3	1.38618e+13
3.68749e+2	9.48372e+14	1.10625e+3	2.10018e+14	1.84374e+3	5.33030e+13	2.58124e+3	1.39501e+13
3.68493e+2	9.49103e+14	1.10548e+3	2.10558e+14	1.84247e+3	5.35402e+13	2.57945e+3	1.40387e+13
3.68238e+2	9.49833e+14	1.10472e+3	2.11099e+14	1.84119e+3	5.37780e+13	2.57767e+3	1.41278e+13
3.67983e+2	9.50561e+14	1.10395e+3	2.11639e+14	1.83992e+3	5.40164e+13	2.57588e+3	1.42172e+13
3.67729e+2	9.51289e+14	1.10319e+3	2.12181e+14	1.83864e+3	5.42554e+13	2.57410e+3	1.43070e+13
3.67474e+2	9.52016e+14	1.10242e+3	2.12722e+14	1.83737e+3	5.44950e+13	2.57232e+3	1.43973e+13
3.67220e+2	9.52741e+14	1.10166e+3	2.13264e+14	1.83610e+3	5.47352e+13	2.57054e+3	1.44879e+13
3.66965e+2	9.53466e+14	1.10090e+3	2.13806e+14	1.83483e+3	5.49760e+13	2.56876e+3	1.45790e+13
3.66711e+2	9.54190e+14	1.10013e+3	2.14348e+14	1.83356e+3	5.52174e+13	2.56698e+3	1.46704e+13
3.66457e+2	9.54914e+14	1.09937e+3	2.14891e+14	1.83228e+3	5.54594e+13	2.56520e+3	1.47623e+13
3.66203e+2	9.55636e+14	1.09861e+3	2.15434e+14	1.83101e+3	5.57020e+13	2.56342e+3	1.48545e+13
3.65949e+2	9.56358e+14	1.09785e+3	2.15977e+14	1.82975e+3	5.59452e+13	2.56164e+3	1.49472e+13
3.65695e+2	9.57079e+14	1.09709e+3	2.16520e+14	1.82848e+3	5.61891e+13	2.55987e+3	1.50402e+13
3.65442e+2	9.57799e+14	1.09633e+3	2.17065e+14	1.82721e+3	5.64335e+13	2.55809e+3	1.51337e+13
3.65188e+2	9.58518e+14	1.09557e+3	2.17609e+14	1.82594e+3	5.66786e+13	2.55632e+3	1.52276e+13
3.64935e+2	9.59235e+14	1.09481e+3	2.18154e+14	1.82468e+3	5.69242e+13	2.55455e+3	1.53219e+13
3.64682e+2	9.59952e+14	1.09405e+3	2.18699e+14	1.82341e+3	5.71705e+13	2.55277e+3	1.54166e+13
3.64429e+2	9.60668e+14	1.09329e+3	2.19244e+14	1.82214e+3	5.74173e+13	2.55100e+3	1.55117e+13
3.64176e+2	9.61383e+14	1.09253e+3	2.19790e+14	1.82088e+3	5.76648e+13	2.54923e+3	1.56072e+13
3.63923e+2	9.62097e+14	1.09177e+3	2.20336e+14	1.81962e+3	5.79129e+13	2.54746e+3	1.57031e+13
3.63671e+2	9.62810e+14	1.09101e+3	2.20882e+14	1.81835e+3	5.81615e+13	2.54569e+3	1.57994e+13
3.63418e+2	9.63522e+14	1.09025e+3	2.21428e+14	1.81709e+3	5.84109e+13	2.54393e+3	1.58962e+13
3.63166e+2	9.64230e+14	1.08950e+3	2.21975e+14	1.81583e+3	5.86607e+13	2.54216e+3	1.59933e+13
3.62914e+2	9.64124e+14	1.08874e+3	2.22522e+14	1.81457e+3	5.89112e+13	2.54039e+3	1.60909e+13
3.62661e+2	9.64761e+14	1.08798e+3	2.23070e+14	1.81331e+3	5.91622e+13	2.53863e+3	1.61889e+13
3.62410e+2	9.66361e+14	1.08723e+3	2.23618e+14	1.81205e+3	5.94139e+13	2.53687e+3	1.62873e+13
3.62158e+2	9.67068e+14	1.08647e+3	2.24166e+14	1.81079e+3	5.96661e+13	2.53510e+3	1.63861e+13
3.61906e+2	9.67775e+14	1.08572e+3	2.24714e+14	1.80953e+3	5.99190e+13	2.53334e+3	1.64854e+13
3.61654e+2	9.68481e+14	1.08496e+3	2.25263e+14	1.80827e+3	6.01725e+13	2.53158e+3	1.65850e+13
3.61403e+2	9.69186e+14	1.08421e+3	2.25811e+14	1.80702e+3	6.04265e+13	2.52982e+3	1.66851e+13
3.61152e+2	9.69890e+14	1.08346e+3	2.26361e+14	1.80576e+3	6.06812e+13	2.52806e+3	1.67856e+13
3.60901e+2	9.70594e+14	1.08270e+3	2.26910e+14	1.80450e+3	6.09364e+13	2.52630e+3	1.68865e+13
3.60650e+2	9.71293e+14	1.08195e+3	2.27460e+14	1.80325e+3	6.11922e+13	2.52455e+3	1.69878e+13
3.60399e+2	9.71997e+14	1.08120e+3	2.28010e+14	1.80199e+3	6.14487e+13	2.52279e+3	1.70896e+13
3.60148e+2	9.72697e+14	1.08044e+3	2.28560e+14	1.80074e+3	6.17057e+13	2.52104e+3	1.71917e+13
3.59897e+2	9.73396e+14	1.07969e+3	2.29111e+14	1.79949e+3	6.19634e+13	2.51928e+3	1.72943e+13
3.59647e+2	9.74094e+14	1.07894e+3	2.29662e+14	1.79824e+3	6.22216e+13	2.51753e+3	1.73973e+13
3.59397e+2	9.75212e+14	1.07819e+3	2.30213e+14	1.79698e+3	6.24804e+13	2.51578e+3	1.75008e+13
3.59147e+2	9.75909e+14	1.07744e+3	2.30764e+14	1.79573e+3	6.27398e+13	2.51403e+3	1.76046e+13
3.58896e+2	9.76183e+14	1.07669e+3	2.31316e+14	1.79448e+3	6.29998e+13	2.51228e+3	1.77089e+13
3.58647e+2	9.76878e+14	1.07594e+3	2.31868e+14	1.79323e+3	6.32604e+13	2.51053e+3	1.78136e+13
3.58397e+2	9.77571e+14	1.07519e+3	2.32420e+14	1.79198e+3	6.35216e+13	2.50878e+3	1.79188e+13
3.58147e+2	9.78264e+14	1.07444e+3	2.32973e+14	1.79074e+3	6.37834e+13	2.50703e+3	1.80243e+13
3.57898e+2	9.78956e+14	1.07369e+3	2.33525e+14	1.78949e+3	6.40458e+13	2.50528e+3	1.81303e+13
3.57648e+2	9.79647e+14	1.07295e+3	2.34078e+14	1.78824e+3	6.43087e+13	2.50354e+3	1.82367e+13
3.57399e+2	9.80338e+14	1.07220e+3	2.34631e+14	1.78700e+3	6.45723e+13	2.50179e+3	1.83436e+13
3.57150e+2	9.81027e+14	1.07145e+3	2.35185e+14	1.78575e+3	6.48364e+13	2.50005e+3	1.84509e+13
3.56901e+2	9.81716e+14	1.07070e+3	2.35739e+14	1.78451e+3	6.51012e+13	2.49831e+3	1.85586e+13
3.56652e+2	9.82404e+14	1.06996e+3	2.36292e+14	1.78326e+3	6.53665e+13	2.49657e+3	1.86667e+13
3.56404e+2	9.83090e+14	1.06921e+3	2.36847e+14	1.78202e+3	6.56324e+13	2.49483e+3	1.87753e+13
3.56155e+2	9.83776e+14	1.06847e+3	2.37401e+14	1.78078e+3	6.58988e+13	2.49309e+3	1.88843e+13
3.55907e+2	9.84461e+14	1.06772e+3	2.37956e+14	1.77953e+3	6.61659e+13	2.49135e+3	1.89937e+13
3.55659e+2	9.85142e+14	1.06698e+3	2.38511e+14	1.77829e+3	6.64335e+13	2.48961e+3	1.91035e+13
3.55410e+2	9.84896e+14	1.06623e+3	2.39066e+14	1.77705e+3	6.67018e+13	2.48787e+3	1.92138e+13
3.55162e+2	9.85578e+14	1.06549e+3	2.39622e+14	1.77581e+3	6.69706e+13	2.48614e+3	1.93246e+13
3.54915e+2	9.87622e+14	1.06474e+3	2.40177e+14	1.77457e+3	6.72400e+13	2.48440e+3	1.94357e+13
3.54667e+2	9.88302e+14	1.06400e+3	2.40733e+14	1.77333e+3	6.75099e+13	2.48267e+3	1.95473e+13
3.54419e+2	9.88548e+14	1.06326e+3	2.41289e+14	1.77210e+3	6.77805e+13	2.48094e+3	1.96593e+13
3.54172e+2	9.89227e+14	1.06252e+3	2.41846e+14	1.77086e+3	6.80516e+13	2.47920e+3	1.97718e+13
3.53925e+2	9.89904e+14	1.06177e+3	2.42402e+14	1.76962e+3	6.83233e+13	2.47747e+3	1.98847e+13
3.53678e+2	9.90581e+14	1.06103e+3	2.42959e+14	1.76839e+3	6.85956e+13	2.47574e+3	1.99980e+13
3.53431e+2	9.91256e+14	1.06029e+3	2.43516e+14	1.76715e+3	6.88685e+13	2.47402e+3	2.01118e+13
3.53184e+2	9.91931e+14	1.05955e+3	2.44073e+14	1.76592e+3	6.91420e+13	2.47229e+3	2.02260e+13
3.52937e+2	9.92605e+14	1.05881e+3	2.44631e+14	1.76469e+3	6.94160e+13	2.47056e+3	2.03407e+13
3.52691e+2	9.93279e+14	1.05807e+3	2.45188e+14	1.76345e+3	6.96906e+13	2.46883e+3	2.04558e+13
