P0	SU_photonEnergy	SU_outgoingMaxF_X	SU_outgoingMinF_X	SU_outgoingMaxF_Y	SU_outgoingMinF_Y	SU_intensityH_width_X	SU_intensityH_centerWidth_X	SU_intensityH_centerMass_X	SU_intensityH_width_Y	SU_intensityH_centerWidth_Y	SU_intensityH_centerMass_Y	SU_energyH_width	SU_energyH_centerWidth	SU_energyH_centerMass	SU_pathlengthH_width	SU_pathlengthH_centerWidth	SU_pathlengthH_centerMass	SU_phi_width	SU_phi_centerWidth	SU_phi_centerMass	SU_psi_width	SU_psi_centerWidth	SU_psi_centerMass	SU_incoming_NO	SU_absorbed_NO	SU_outgoing_NO	SU_incoming_R	SU_absorbed_R	SU_outgoing_R	SU_efficiency	SU_S1S0	SU_S2S0	SU_S3S0	SU_focus_horizontal_z0	SU_focus_horizontal_width	SU_focus_horizontal_theta	SU_focus_horizontal_depth	SU_focus_vertical_z0	SU_focus_vertical_width	SU_focus_vertical_theta	SU_focus_vertical_depth
14	800	0.987268678109629	-0.961732284871701	0.100255847822654	-0.106271049432054	0.529905247965954	0.0023982748621435	-0.00652884261847519	0.0568943761000727	0.000140042331634366	-0.000962780039802116	0.999983744806286	1000.00000322818	1000.00000322818	0	0	0	0.00332059453894988	-5.24894829846212e-06	2.77342330063431e-05	0.0018193430674506	-4.66860216895499e-06	-7.07702587947811e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	6.30907	0.22762	2.49158e-05	18271.1	-2.51504	0.024549	1.35091e-05	3634.43
15	850	0.993937400766922	-1.01434274798001	0.109593819655296	-0.109242788575389	0.532371824846924	0.000792551254451657	-0.0102026736065464	0.0580279847929	0.000171216533819924	0.000175515539953652	0.999991620009496	999.999996492417	999.999996492417	0	0	0	0.00337136968768351	-9.09262843949515e-06	2.82727601230602e-05	0.00178811711266833	-4.47861578702817e-06	1.93998187493403e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-1.74726	0.226907	2.4996e-05	18155.5	-1.09319	0.0245718	1.35189e-05	3635.18
16	900	0.981993061659921	-0.960424895555542	0.104173312101198	-0.104839784400701	0.532291389533077	0.00135057375444758	-0.00844777791034013	0.0579033785763248	0.000102450833659114	-0.000333236149751323	0.999996098741462	1000.00000167491	1000.00000167491	0	0	0	0.00337862026812638	-1.59852073336989e-05	4.2905201633435e-05	0.00181636872740857	8.14610592010569e-06	-3.55370602789055e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-13.9529	0.227154	2.50455e-05	18139.3	6.55301	0.0245372	1.34941e-05	3636.74
17	950	1.00865757784097	-1.01947793792709	0.109546920418571	-0.106062278724598	0.533018436944953	0.00479930648777316	-0.00541018004305949	0.0578933346739852	-2.19326046296958e-05	-0.000392423698985525	0.999979910216211	1000.00000340595	1000.00000340595	0	0	0	0.0033587429734522	6.54735227998576e-06	-4.49631893816426e-05	0.00182894227572498	7.59949790388908e-06	1.63218587920263e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	6.44036	0.226885	2.49839e-05	18162.5	1.6312	0.0245148	1.3508e-05	3629.68
18	1000	0.987242977328151	-1.00930606890137	0.103622668177252	-0.1074163169659	0.531531541569571	0.00243068279783021	0.00873626655229853	0.0571307261292918	0.000327807972806786	0.000192670508083498	0.999987967418292	1000.00000034532	1000.00000034532	0	0	0	0.00334013076190566	1.31660930043072e-05	-5.33393120626738e-05	0.00176560732152607	-6.57893368441877e-06	2.71924854124109e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-0.0478255	0.227185	2.49493e-05	18211.7	-1.85088	0.0246118	1.35113e-05	3643.14
19	1050	0.998806499691636	-0.951364112969199	0.103223961646267	-0.106336199869591	0.530635830287216	-0.000840487330182493	0.00441257343388368	0.0579832231347417	-0.000206818389089411	0.000518733972653382	0.999998246767177	1000.00000026447	1000.00000026447	0	0	0	0.00331375439653299	-5.12389804025685e-06	-3.76674217063945e-05	0.00183152515818388	1.32306958643913e-05	-1.92275520875113e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-21.8056	0.226911	2.49612e-05	18181.1	1.23061	0.0245684	1.34864e-05	3643.42
20	1100	0.971066236886611	-0.999526097741883	0.106464270842946	-0.109926712152899	0.535754625688404	-0.00189226778878965	0.00528088476670563	0.0573115911006653	8.67580743845811e-05	0.00041126432518053	0.999996919000296	1000.000001325	1000.000001325	0	0	0	0.00338579669466651	-1.69813036295606e-05	-1.58216086288999e-05	0.00176815897813223	1.0876018012685e-05	-1.36316881437309e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	36.5161	0.227041	2.49335e-05	18211.7	-0.360429	0.0244606	1.35103e-05	3621.03
21	1150	0.929306858589691	-0.985279556623613	0.107687672730038	-0.109262121469236	0.530428682218212	0.00098255937035957	-0.00903004787623518	0.0574173340337485	-2.26773426384476e-05	-0.000787224369599021	0.999995533715605	1000.00000102719	1000.00000102719	0	0	0	0.00336333638716607	-1.18820617290101e-05	-4.52025946216517e-05	0.00183413184738971	7.04250921092762e-06	-2.4953846045696e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	15.0719	0.226915	2.49435e-05	18194.4	-5.5761	0.0245454	1.34808e-05	3641.53
22	1200	1.01119813606076	-1.00981347937486	0.109133530644423	-0.106127555342773	0.532209304977515	0.0010368362008365	0.000692328342948745	0.0577961654432794	-0.000194709756052583	-0.000628310230236254	0.99999514032163	1000.00000143259	1000.00000143259	0	0	0	0.0033343336230367	-2.13952038389958e-05	1.89607362487913e-06	0.00180881253937007	3.89311885208988e-06	1.35437616947233e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-23.3227	0.227151	2.49652e-05	18197.4	0.419492	0.0245431	1.35079e-05	3633.89
23	1250	1.00223320932506	-0.997379588042558	0.109532150304254	-0.107288496449965	0.526224621991717	-0.00218702042543489	0.00242681064125216	0.0581450016643325	-0.000340306702200137	-0.00102491214963044	0.999980949213636	1000.0000085539	1000.0000085539	0	0	0	0.00329034279098974	6.28962258469672e-06	-4.75723219292299e-05	0.00180199443206091	-3.50429153245192e-06	2.6504491720199e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-3.22435	0.227056	2.49315e-05	18214.4	8.60586	0.0245179	1.35064e-05	3630.56
24	1300	0.993611652910278	-0.977941251745974	0.104075054296092	-0.0989906256175633	0.531410007421538	0.000641420440959772	0.00783520058215204	0.0577521460204588	-0.000283686956984899	0.000531663052990294	0.999988400388702	999.999995376727	999.999995376727	0	0	0	0.00337793852837597	-1.55022305149107e-05	3.02347399819738e-05	0.00182384970869103	-1.39313210889559e-05	-8.03030044595112e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-20.9888	0.227715	2.49995e-05	18217.5	-2.60364	0.024606	1.35076e-05	3643.27
25	1350	1.01645682538563	-1.00041148738513	0.106250540349055	-0.101003902442759	0.530259739396117	0.000710558527638128	0.0080226690002474	0.0575290895762536	-0.000128612988908122	0.00057129476709078	0.999993910197986	1000.00000171733	1000.00000171733	0	0	0	0.00333935688617784	9.67159971530297e-06	1.01560840676746e-05	0.00178972187562104	-4.01402582001767e-06	1.21433053049168e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-24.4916	0.226846	2.49784e-05	18163.4	-1.1415	0.0245091	1.34938e-05	3632.64
26	1400	1.01522473551847	-0.939155511170342	0.10711406991863	-0.104819943277877	0.532221518773605	-0.000691450519541337	-0.000665986770270521	0.0575167949285812	-8.42091886094527e-05	-0.000951293245925369	0.999990189110008	999.999999820291	999.999999820291	0	0	0	0.00334368013510388	-2.8116672566794e-05	2.68967816132951e-05	0.00182406520968822	-7.96224382807007e-06	2.95513761993729e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	42.9945	0.226913	2.49388e-05	18197.6	-3.81365	0.0245307	1.34937e-05	3635.88
27	1450	1.01395176393781	-0.971598047367735	0.10697934052851	-0.0984449596449768	0.539180930636592	-0.00146746523112729	0.00151794926221183	0.0572286130310957	0.000140017154298823	0.000199382517539357	0.999994798843431	999.999999041867	999.999999041867	0	0	0	0.00334888186540071	-5.30888114652411e-06	-3.0450265105811e-05	0.00182529747005685	-8.28631660768206e-07	3.10394072741793e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-6.62418	0.227345	2.49284e-05	18239.8	5.13885	0.0245871	1.35051e-05	3641.16
28	1500	1.0036219762043	-0.971599524342208	0.104491543966142	-0.104809840588266	0.532334884555965	0.000731063599551163	-0.0035454225892152	0.0572055970798241	4.93420859236406e-05	-0.000159148311062007	0.999982387782211	1000.00000289416	1000.00000289416	0	0	0	0.00332961761203928	5.83879999601342e-06	-1.51209716528948e-05	0.00185038848709772	-8.75465636725507e-06	2.38364016826851e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-3.31502	0.227062	2.49405e-05	18208.3	-3.0692	0.0245441	1.35213e-05	3630.43
29	1550	0.977374238746741	-0.969031709432997	0.106329870636505	-0.107491721361616	0.527995664891517	0.00255488793660402	0.00417126465687245	0.0576773694833017	0.000104591520367167	-0.000580925362555232	0.999994131097537	1000.0000026354	1000.0000026354	0	0	0	0.0033387062419102	2.43536680985057e-06	1.10577248011471e-05	0.00179801446513497	-4.54253821308528e-06	-5.83278762718645e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-28.5659	0.227002	2.49491e-05	18197.2	-6.19759	0.0245318	1.35332e-05	3625.42
30	1600	1.00060184292394	-1.01136132442342	0.104519221486842	-0.106349383755571	0.529006998175573	0.00268579406359948	-0.00537974074974135	0.0575038822509841	-0.000124157063779006	-0.000915081134364282	0.999981893368954	1000.00000463431	1000.00000463431	0	0	0	0.00335879053064859	1.08373211087347e-06	6.07836343391828e-05	0.00181564913690459	-8.49201439163667e-07	-1.74494433847557e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-14.4648	0.226474	2.49849e-05	18128.9	-1.7753	0.0245451	1.34917e-05	3638.54
31	1650	0.926036897873085	-0.99098988320154	0.107697688284942	-0.106116164152992	0.536778574516082	0.00107690869896132	0.00548443369368568	0.0572405404867838	-0.000168406528015846	0.000790762065975406	0.999997836616899	1000.00000060986	1000.00000060986	0	0	0	0.00332645823204123	1.33865478792075e-05	-5.27496890605095e-05	0.00178601778083754	-9.70070128273736e-06	-5.25721070414233e-07	200000	0	200000	100	0	100	100	1.000	0.000	0.000	12.6836	0.226868	2.49288e-05	18201.2	-0.37818	0.0245694	1.34916e-05	3642.18
32	1700	1.01785993359714	-0.919016980098062	0.10435486592137	-0.102529690520762	0.533031311492147	-0.00223608988612789	-0.00810952068695048	0.057424482254137	-2.70299369560141e-05	0.000912587700304335	0.99998892130634	999.999996594093	999.999996594093	0	0	0	0.00333519862581883	2.87662852852459e-05	3.20458470523454e-05	0.00181802562959816	4.5998291884231e-07	2.09680671476153e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-11.3614	0.226689	2.50303e-05	18113.1	-1.99372	0.0244435	1.34666e-05	3630.23
33	1750	1.01653761151368	-0.989021771363222	0.105294193022743	-0.108144802303904	0.530032291788288	-0.000666394535461134	-0.00609910351761012	0.0573182287532659	-3.00662123487068e-05	0.00068795273889119	0.999981911916734	1000.00000738909	1000.00000738909	0	0	0	0.00335783317676682	-4.20239947485058e-06	-3.69023478964288e-05	0.00178568805804476	-2.11752393794722e-06	-5.34526524159987e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	19.0545	0.227097	2.49665e-05	18192.1	-9.42029	0.0246158	1.35126e-05	3643.39
34	1800	0.994799581862485	-0.98516931003103	0.101512428238534	-0.105472151871203	0.53222531378982	0.00115137639041668	0.00481513591572758	0.0585490169086722	0.000310365970031146	6.94904619795711e-05	0.999993445110931	1000.00000118614	1000.00000118614	0	0	0	0.00332798306126285	-7.48884023877238e-06	-3.76558606273126e-05	0.00181012780255007	-1.73681796510441e-06	1.85195702224134e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	12.6609	0.227449	2.4954e-05	18229.5	-1.83847	0.0245475	1.34631e-05	3646.63
35	1850	0.991575074333593	-0.990224253120017	0.10450511915097	-0.107336325877729	0.528687140690906	0.000375768955738986	0.000675410606788107	0.0580842478443029	-5.10559422450124e-06	0.000681836686409629	0.999992559412249	999.999997410761	999.999997410761	0	0	0	0.00333707138182807	2.99088348807482e-06	-4.00550669217683e-05	0.00179352808116241	4.19575300140409e-07	-7.94879107584093e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-23.4109	0.227097	2.50434e-05	18136.3	1.01913	0.024616	1.35426e-05	3635.34
36	1900	0.993123058424851	-1.01940892957824	0.107915355650776	-0.109636831850425	0.527931259877147	0.00148601678172022	0.00678312371046319	0.0568268168628101	0.000263876704470884	-0.000860738099824593	0.999998151877321	1000.0000004435	1000.0000004435	0	0	0	0.00331063920130147	5.30110105500994e-07	3.27449874868791e-05	0.00183161568886849	-4.01754585472474e-06	-3.03053087713557e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-1.58979	0.226331	2.49797e-05	18121.2	-8.37185	0.0245279	1.34992e-05	3633.97
37	1950	0.992647948633573	-0.915799447379818	0.108216977650045	-0.107411012947078	0.53215844337384	0.00491618856728748	0.000633213082057882	0.0576698393328552	-8.36843011710782e-05	0.00040298235148381	0.999997537255353	1000.00000037158	1000.00000037158	0	0	0	0.00340214403135383	-1.00667375073588e-05	-6.16231145667877e-05	0.00180746053415958	2.30549690362401e-06	-1.2913747176635e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	14.2016	0.227107	2.49959e-05	18171.5	-0.877745	0.0245108	1.34783e-05	3637.07
38	2000	0.997586571672126	-0.988066794780347	0.103043324417983	-0.10685318300756	0.531548839946851	0.00190360920542704	0.00475988844588959	0.0569980643444344	3.32984412166372e-05	0.000173253947048271	0.999995315324327	999.999998956438	999.999998956438	0	0	0	0.00327921368585809	1.52173478302734e-05	-2.0905904724311e-05	0.00181174466195868	-4.64089327919062e-06	-1.12336188472055e-08	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-0.28099	0.226648	2.49496e-05	18168.4	-1.328	0.0245799	1.35143e-05	3637.62
39	2050	0.973077620973443	-0.971334269447747	0.104347835580748	-0.108688778436497	0.541120579185071	0.000101209799985402	0.000871675762847857	0.0571007529177849	1.67555299619669e-05	-6.11980217635477e-05	0.999983252573657	999.999991857104	999.999991857104	0	0	0	0.00331098564983188	1.03982552094163e-05	-6.07226707073812e-05	0.0017840888092781	6.22670845887383e-06	4.20202240070805e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-21.1117	0.226912	2.49544e-05	18186.2	-3.11431	0.0246261	1.34767e-05	3654.63
40	2100	0.972912594917554	-1.00937837933363	0.101619940124818	-0.106184824887942	0.535289613805268	0.000592561686386939	0.00139375110137974	0.0571613411995648	-0.000217032436812162	-0.000224969460643543	0.999998491600195	1000.00000032544	1000.00000032544	0	0	0	0.00334160348217118	-7.93837642559998e-06	-1.78701322686341e-05	0.0017963100048426	3.0948530562368e-06	2.03918364674073e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-6.97578	0.226749	2.49706e-05	18161.2	2.51696	0.0245013	1.34771e-05	3636
